type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,arrival.terminal,departure.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.terminal,departure.gate,error
departure,active,hah,fmch,2023-11-12t15:45:00.000,dar,htda,2023-11-12t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2023-11-13t08:30:00.000,ajn,fmcv,2023-11-13t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-13t13:15:00.000,nwa,fmci,2023-11-13t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-13t15:45:00.000,dar,htda,2023-11-13t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2023-11-14t02:15:00.000,nbo,hkjk,2023-11-14t04:45:00.000,klm,kl,klm,4219,kl4219,klm4219,,,,,kenya airways,kq,kqa,267,kq267,kqa267,,1a,,,,,,,,
departure,active,hah,fmch,2023-11-14t02:15:00.000,nbo,hkjk,2023-11-14t04:45:00.000,kenya airways,kq,kqa,267,kq267,kqa267,,,,,,,,,,,,1a,,,,,,,,
departure,active,hah,fmch,2023-11-14t10:00:00.000,nwa,fmci,2023-11-14t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-14t12:30:00.000,dza,fmcz,2023-11-14t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-11-14t12:30:00.000,dza,fmcz,2023-11-14t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-14t13:10:00.000,dar,htda,2023-11-14t14:25:00.000,,h1,h1,3688,h13688,h13688,2023-11-14t12:54:00.000,2023-11-14t12:54:00.000,2023-11-14t12:54:00.000,2023-11-14t13:54:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2023-11-14t13:10:00.000,dar,htda,2023-11-14t14:25:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-11-14t12:54:00.000,2023-11-14t12:54:00.000,2023-11-14t12:54:00.000,2023-11-14t13:54:00.000,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2023-11-14t14:00:00.000,nbo,hkjk,2023-11-14t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-14t13:49:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-14t14:00:00.000,nbo,hkjk,2023-11-14t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-14t13:49:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-14t14:00:00.000,nbo,hkjk,2023-11-14t16:10:00.000,etihad airways,ey,etd,4100,ey4100,etd4100,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-14t13:49:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-14t14:00:00.000,nbo,hkjk,2023-11-14t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-11-14t13:49:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-14t15:45:00.000,dar,htda,2023-11-14t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,2023-11-14t16:25:00.000,3,40.0,,,,,,,
departure,active,hah,fmch,2023-11-15t08:30:00.000,ajn,fmcv,2023-11-15t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-15t12:30:00.000,dza,fmcz,2023-11-15t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-11-15t12:05:00.000,2023-11-15t12:05:00.000,2023-11-15t12:05:00.000,2023-11-15t12:53:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,2023-11-15t12:48:00.000,2023-11-15t12:48:00.000,2023-11-15t12:48:00.000,,,,
departure,active,hah,fmch,2023-11-15t12:30:00.000,dza,fmcz,2023-11-15t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-11-15t12:05:00.000,2023-11-15t12:05:00.000,2023-11-15t12:05:00.000,2023-11-15t12:53:00.000,,,,,,,,,,2023-11-15t12:48:00.000,2023-11-15t12:48:00.000,2023-11-15t12:48:00.000,,,,
departure,active,hah,fmch,2023-11-15t13:15:00.000,nwa,fmci,2023-11-15t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-15t14:00:00.000,nbo,hkjk,2023-11-15t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-15t14:10:00.000,1a,10.0,,,,,,,
departure,active,hah,fmch,2023-11-15t14:00:00.000,nbo,hkjk,2023-11-15t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-15t14:10:00.000,1a,10.0,,,,,,,
departure,active,hah,fmch,2023-11-15t14:00:00.000,nbo,hkjk,2023-11-15t16:10:00.000,etihad airways,ey,etd,4100,ey4100,etd4100,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-15t14:10:00.000,1a,10.0,,,,,,,
departure,active,hah,fmch,2023-11-15t14:00:00.000,nbo,hkjk,2023-11-15t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-11-15t14:10:00.000,1a,10.0,,,,,,,
departure,active,hah,fmch,2023-11-15t14:25:00.000,dza,fmcz,2023-11-15t15:10:00.000,air france,af,afr,3259,af3259,afr3259,2023-11-15t14:52:00.000,2023-11-15t14:52:00.000,2023-11-15t14:52:00.000,,air austral,uu,reu,275,uu275,reu275,,,28.0,,,,,,,
departure,active,hah,fmch,2023-11-15t14:25:00.000,dza,fmcz,2023-11-15t15:10:00.000,air austral,uu,reu,275,uu275,reu275,2023-11-15t14:52:00.000,2023-11-15t14:52:00.000,2023-11-15t14:52:00.000,,,,,,,,,,28.0,,,,,,,
departure,active,hah,fmch,2023-11-15t15:45:00.000,dar,htda,2023-11-15t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2023-11-15t16:30:00.000,ajn,fmcv,2023-11-15t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-16t08:30:00.000,ajn,fmcv,2023-11-16t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-16t13:10:00.000,dar,htda,2023-11-16t14:25:00.000,,h1,h1,3688,h13688,h13688,2023-11-16t13:09:00.000,2023-11-16t13:09:00.000,2023-11-16t13:09:00.000,2023-11-16t14:13:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-11-16t13:10:00.000,2,,,,,,,,
departure,active,hah,fmch,2023-11-16t13:10:00.000,dar,htda,2023-11-16t14:25:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-11-16t13:09:00.000,2023-11-16t13:09:00.000,2023-11-16t13:09:00.000,2023-11-16t14:13:00.000,,,,,,,2023-11-16t13:10:00.000,2,,,,,,,,
departure,unknown,hah,fmch,2023-11-16t14:10:00.000,ajn,fmcv,2023-11-16t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,unknown,hah,fmch,2023-11-16t14:10:00.000,ajn,fmcv,2023-11-16t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-16t15:45:00.000,dar,htda,2023-11-16t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-11-16t15:58:00.000,2023-11-16t15:58:00.000,2023-11-16t15:58:00.000,2023-11-16t16:49:00.000,,,,,,,,3,14.0,,,,,,,
departure,active,hah,fmch,2023-11-16t16:30:00.000,dar,htda,2023-11-16t18:10:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2023-11-16t16:30:00.000,dar,htda,2023-11-16t18:10:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-17t07:35:00.000,cai,heca,2023-11-17t13:35:00.000,etihad airways,ey,etd,4954,ey4954,etd4954,,,,,egyptair,ms,msr,841,ms841,msr841,,3,,,,,,,,
departure,active,hah,fmch,2023-11-17t07:35:00.000,cai,heca,2023-11-17t13:35:00.000,egyptair,ms,msr,841,ms841,msr841,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2023-11-17t08:30:00.000,ajn,fmcv,2023-11-17t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-17t13:15:00.000,nwa,fmci,2023-11-17t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-17t14:00:00.000,nbo,hkjk,2023-11-17t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-17t13:39:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-17t14:00:00.000,nbo,hkjk,2023-11-17t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-17t13:39:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-17t14:00:00.000,nbo,hkjk,2023-11-17t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-11-17t13:39:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-17t15:45:00.000,dar,htda,2023-11-17t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-11-17t15:41:00.000,2023-11-17t15:41:00.000,2023-11-17t15:41:00.000,2023-11-17t16:43:00.000,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2023-11-17t16:30:00.000,ajn,fmcv,2023-11-17t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-18t10:00:00.000,nwa,fmci,2023-11-18t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-18t14:00:00.000,nbo,hkjk,2023-11-18t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2023-11-18t13:28:00.000,2023-11-18t13:28:00.000,2023-11-18t13:28:00.000,2023-11-18t15:20:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-18t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-18t14:00:00.000,nbo,hkjk,2023-11-18t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2023-11-18t13:28:00.000,2023-11-18t13:28:00.000,2023-11-18t13:28:00.000,2023-11-18t15:20:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-18t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-18t14:00:00.000,nbo,hkjk,2023-11-18t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-18t13:28:00.000,2023-11-18t13:28:00.000,2023-11-18t13:28:00.000,2023-11-18t15:20:00.000,,,,,,,2023-11-18t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-18t14:10:00.000,ajn,fmcv,2023-11-18t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2023-11-18t14:10:00.000,ajn,fmcv,2023-11-18t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,unknown,hah,fmch,2023-11-18t15:45:00.000,dar,htda,2023-11-18t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,unknown,hah,fmch,2023-11-18t16:30:00.000,dar,htda,2023-11-18t18:10:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,unknown,hah,fmch,2023-11-18t16:30:00.000,dar,htda,2023-11-18t18:10:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-18t16:30:00.000,ajn,fmcv,2023-11-18t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-18t17:50:00.000,dar,htda,2023-11-18t20:55:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2023-11-18t17:50:00.000,dar,htda,2023-11-18t20:55:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2023-11-19t12:30:00.000,dza,fmcz,2023-11-19t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-11-19t12:30:00.000,dza,fmcz,2023-11-19t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-19t14:00:00.000,nbo,hkjk,2023-11-19t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-19t16:00:00.000,1a,120.0,,,,,,,
departure,active,hah,fmch,2023-11-19t14:00:00.000,nbo,hkjk,2023-11-19t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-19t16:00:00.000,1a,120.0,,,,,,,
departure,active,hah,fmch,2023-11-19t14:00:00.000,nbo,hkjk,2023-11-19t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-11-19t16:00:00.000,1a,120.0,,,,,,,
departure,active,hah,fmch,2023-11-19t15:45:00.000,dar,htda,2023-11-19t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,2023-11-19t15:45:00.000,3,,,,,,,,
departure,active,hah,fmch,2023-11-20t08:30:00.000,ajn,fmcv,2023-11-20t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-20t13:15:00.000,nwa,fmci,2023-11-20t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-20t15:45:00.000,dar,htda,2023-11-20t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-11-20t16:24:00.000,2023-11-20t16:24:00.000,2023-11-20t16:24:00.000,2023-11-20t17:26:00.000,,,,,,,,3,39.0,,,,21.0,,,
departure,active,hah,fmch,2023-11-21t10:00:00.000,nwa,fmci,2023-11-21t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-21t12:30:00.000,dza,fmcz,2023-11-21t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-11-21t12:30:00.000,dza,fmcz,2023-11-21t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-21t13:10:00.000,dar,htda,2023-11-21t14:25:00.000,,h1,h1,3688,h13688,h13688,2023-11-21t13:18:00.000,2023-11-21t13:18:00.000,2023-11-21t13:18:00.000,2023-11-21t14:22:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,9.0,,,,,,,
departure,active,hah,fmch,2023-11-21t13:10:00.000,dar,htda,2023-11-21t14:25:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-11-21t13:18:00.000,2023-11-21t13:18:00.000,2023-11-21t13:18:00.000,2023-11-21t14:22:00.000,,,,,,,,2,9.0,,,,,,,
departure,active,hah,fmch,2023-11-21t14:00:00.000,nbo,hkjk,2023-11-21t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2023-11-21t13:54:00.000,2023-11-21t13:54:00.000,2023-11-21t13:54:00.000,2023-11-21t15:48:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-21t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-21t14:00:00.000,nbo,hkjk,2023-11-21t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2023-11-21t13:54:00.000,2023-11-21t13:54:00.000,2023-11-21t13:54:00.000,2023-11-21t15:48:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-21t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-21t14:00:00.000,nbo,hkjk,2023-11-21t16:10:00.000,etihad airways,ey,etd,4100,ey4100,etd4100,2023-11-21t13:54:00.000,2023-11-21t13:54:00.000,2023-11-21t13:54:00.000,2023-11-21t15:48:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-21t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-21t14:00:00.000,nbo,hkjk,2023-11-21t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-21t13:54:00.000,2023-11-21t13:54:00.000,2023-11-21t13:54:00.000,2023-11-21t15:48:00.000,,,,,,,2023-11-21t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-21t15:45:00.000,dar,htda,2023-11-21t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-11-21t16:15:00.000,2023-11-21t16:15:00.000,2023-11-21t16:15:00.000,,,,,,,,,3,30.0,,,,,,,
departure,active,hah,fmch,2023-11-22t08:30:00.000,ajn,fmcv,2023-11-22t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-22t12:30:00.000,dza,fmcz,2023-11-22t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-11-22t12:19:00.000,2023-11-22t12:19:00.000,2023-11-22t12:19:00.000,,ewa air,zd,ewr,303,zd303,ewr303,,,,2023-11-22t13:03:00.000,2023-11-22t13:03:00.000,2023-11-22t13:03:00.000,,,,
departure,active,hah,fmch,2023-11-22t12:30:00.000,dza,fmcz,2023-11-22t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-11-22t12:19:00.000,2023-11-22t12:19:00.000,2023-11-22t12:19:00.000,,,,,,,,,,,2023-11-22t13:03:00.000,2023-11-22t13:03:00.000,2023-11-22t13:03:00.000,,,,
departure,unknown,hah,fmch,2023-11-22t13:15:00.000,nwa,fmci,2023-11-22t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-22t14:00:00.000,nbo,hkjk,2023-11-22t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2023-11-22t14:05:00.000,2023-11-22t14:05:00.000,2023-11-22t14:05:00.000,2023-11-22t15:58:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-22t14:00:00.000,1a,6.0,,,,,,,
departure,active,hah,fmch,2023-11-22t14:00:00.000,nbo,hkjk,2023-11-22t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2023-11-22t14:05:00.000,2023-11-22t14:05:00.000,2023-11-22t14:05:00.000,2023-11-22t15:58:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-22t14:00:00.000,1a,6.0,,,,,,,
departure,active,hah,fmch,2023-11-22t14:00:00.000,nbo,hkjk,2023-11-22t16:10:00.000,etihad airways,ey,etd,4100,ey4100,etd4100,2023-11-22t14:05:00.000,2023-11-22t14:05:00.000,2023-11-22t14:05:00.000,2023-11-22t15:58:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-22t14:00:00.000,1a,6.0,,,,,,,
departure,active,hah,fmch,2023-11-22t14:00:00.000,nbo,hkjk,2023-11-22t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-22t14:05:00.000,2023-11-22t14:05:00.000,2023-11-22t14:05:00.000,2023-11-22t15:58:00.000,,,,,,,2023-11-22t14:00:00.000,1a,6.0,,,,,,,
departure,active,hah,fmch,2023-11-22t14:25:00.000,dza,fmcz,2023-11-22t15:10:00.000,air france,af,afr,3259,af3259,afr3259,,,,,air austral,uu,reu,275,uu275,reu275,,,,,,,,,,
departure,active,hah,fmch,2023-11-22t14:25:00.000,dza,fmcz,2023-11-22t15:10:00.000,air austral,uu,reu,275,uu275,reu275,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-22t15:45:00.000,dar,htda,2023-11-22t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2023-11-22t16:30:00.000,ajn,fmcv,2023-11-22t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,unknown,hah,fmch,2023-11-23t08:30:00.000,ajn,fmcv,2023-11-23t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-23t13:10:00.000,dar,htda,2023-11-23t14:25:00.000,,h1,h1,3688,h13688,h13688,2023-11-23t13:04:00.000,2023-11-23t13:04:00.000,2023-11-23t13:04:00.000,2023-11-23t14:07:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2023-11-23t13:10:00.000,dar,htda,2023-11-23t14:25:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-11-23t13:04:00.000,2023-11-23t13:04:00.000,2023-11-23t13:04:00.000,2023-11-23t14:07:00.000,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2023-11-23t14:10:00.000,ajn,fmcv,2023-11-23t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2023-11-23t14:10:00.000,ajn,fmcv,2023-11-23t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-23t15:45:00.000,dar,htda,2023-11-23t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-11-23t15:52:00.000,2023-11-23t15:52:00.000,2023-11-23t15:52:00.000,2023-11-23t16:56:00.000,,,,,,,,3,8.0,,,,,,,
departure,active,hah,fmch,2023-11-23t16:30:00.000,dar,htda,2023-11-23t18:10:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2023-11-23t16:30:00.000,dar,htda,2023-11-23t18:10:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-24t07:35:00.000,cai,heca,2023-11-24t13:35:00.000,etihad airways,ey,etd,4954,ey4954,etd4954,2023-11-24t08:21:00.000,2023-11-24t08:21:00.000,2023-11-24t08:21:00.000,2023-11-24t13:37:00.000,egyptair,ms,msr,841,ms841,msr841,,3,46.0,,,,3.0,,,
departure,active,hah,fmch,2023-11-24t07:35:00.000,cai,heca,2023-11-24t13:35:00.000,egyptair,ms,msr,841,ms841,msr841,2023-11-24t08:21:00.000,2023-11-24t08:21:00.000,2023-11-24t08:21:00.000,2023-11-24t13:37:00.000,,,,,,,,3,46.0,,,,3.0,,,
departure,unknown,hah,fmch,2023-11-24t08:30:00.000,ajn,fmcv,2023-11-24t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-24t13:15:00.000,nwa,fmci,2023-11-24t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-24t14:00:00.000,nbo,hkjk,2023-11-24t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2023-11-24t13:29:00.000,2023-11-24t13:29:00.000,2023-11-24t13:29:00.000,2023-11-24t15:20:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-24t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-24t14:00:00.000,nbo,hkjk,2023-11-24t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2023-11-24t13:29:00.000,2023-11-24t13:29:00.000,2023-11-24t13:29:00.000,2023-11-24t15:20:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-24t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-24t14:00:00.000,nbo,hkjk,2023-11-24t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-24t13:29:00.000,2023-11-24t13:29:00.000,2023-11-24t13:29:00.000,2023-11-24t15:20:00.000,,,,,,,2023-11-24t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-24t15:45:00.000,dar,htda,2023-11-24t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,2023-11-24t15:56:00.000,3,11.0,,,,,,,
departure,active,hah,fmch,2023-11-24t16:30:00.000,ajn,fmcv,2023-11-24t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-25t10:00:00.000,nwa,fmci,2023-11-25t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-11-25t13:10:00.000,dar,htda,2023-11-25t14:25:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2023-11-25t13:10:00.000,dar,htda,2023-11-25t14:25:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2023-11-25t14:00:00.000,nbo,hkjk,2023-11-25t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-25t13:48:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-25t14:00:00.000,nbo,hkjk,2023-11-25t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-11-25t13:48:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-25t14:00:00.000,nbo,hkjk,2023-11-25t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-11-25t13:48:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-11-25t14:10:00.000,ajn,fmcv,2023-11-25t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2023-11-25t14:10:00.000,ajn,fmcv,2023-11-25t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
