type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.terminal,departure.delay,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.gate,error
arrival,landed,dar,htda,2024-01-12t05:25:00.000,hah,fmch,2024-01-12t06:35:00.000,egyptair,ms,msr,841,ms841,msr841,,,,,,,3,90.0,,2024-01-12t06:55:00.000,2024-01-12t06:55:00.000,2024-01-12t06:55:00.000,2024-01-12t08:02:00.000,,,,88.0,,
arrival,unknown,ajn,fmcv,2024-01-12t07:30:00.000,hah,fmch,2024-01-12t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-01-12t12:20:00.000,hah,fmch,2024-01-12t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-01-12t10:30:00.000,hah,fmch,2024-01-12t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,78.0,2024-01-12t11:51:00.000,2024-01-12t11:47:00.000,2024-01-12t11:47:00.000,2024-01-12t11:47:00.000,2024-01-12t13:44:00.000,,,,45.0,,
arrival,landed,nbo,hkjk,2024-01-12t10:30:00.000,hah,fmch,2024-01-12t13:00:00.000,air france,af,afr,8075,af8075,afr8075,kenya airways,kq,kqa,264,kq264,kqa264,1a,78.0,2024-01-12t11:51:00.000,2024-01-12t11:47:00.000,2024-01-12t11:47:00.000,2024-01-12t11:47:00.000,2024-01-12t13:44:00.000,,,,45.0,,
arrival,landed,nbo,hkjk,2024-01-12t10:30:00.000,hah,fmch,2024-01-12t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,78.0,2024-01-12t11:51:00.000,2024-01-12t11:47:00.000,2024-01-12t11:47:00.000,2024-01-12t11:47:00.000,2024-01-12t13:44:00.000,,,,45.0,,
arrival,landed,dar,htda,2024-01-12t13:25:00.000,hah,fmch,2024-01-12t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,32.0,,2024-01-12t13:57:00.000,2024-01-12t13:57:00.000,2024-01-12t13:57:00.000,,2024-01-12t15:13:00.000,2024-01-12t15:13:00.000,2024-01-12t15:13:00.000,28.0,c5,
arrival,landed,dza,fmcz,2024-01-12t13:45:00.000,hah,fmch,2024-01-12t14:45:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,2024-01-12t13:31:00.000,2024-01-12t13:31:00.000,2024-01-12t13:31:00.000,2024-01-12t14:39:00.000,2024-01-12t14:18:00.000,2024-01-12t14:18:00.000,2024-01-12t14:18:00.000,,,
arrival,landed,dza,fmcz,2024-01-12t13:45:00.000,hah,fmch,2024-01-12t14:45:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,2024-01-12t13:31:00.000,2024-01-12t13:31:00.000,2024-01-12t13:31:00.000,2024-01-12t14:39:00.000,2024-01-12t14:18:00.000,2024-01-12t14:18:00.000,2024-01-12t14:18:00.000,,,
arrival,unknown,ajn,fmcv,2024-01-12t15:30:00.000,hah,fmch,2024-01-12t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-01-13t09:00:00.000,hah,fmch,2024-01-13t09:30:00.000,empty,,,522,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-13t10:40:00.000,hah,fmch,2024-01-13t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,34.0,2024-01-13t10:40:00.000,2024-01-13t11:13:00.000,2024-01-13t11:13:00.000,2024-01-13t11:13:00.000,2024-01-13t12:16:00.000,2024-01-13t12:18:00.000,2024-01-13t12:18:00.000,2024-01-13t12:18:00.000,24.0,,
arrival,landed,dar,htda,2024-01-13t10:40:00.000,hah,fmch,2024-01-13t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,34.0,2024-01-13t10:40:00.000,2024-01-13t11:13:00.000,2024-01-13t11:13:00.000,2024-01-13t11:13:00.000,2024-01-13t12:16:00.000,2024-01-13t12:18:00.000,2024-01-13t12:18:00.000,2024-01-13t12:18:00.000,24.0,,
arrival,landed,nbo,hkjk,2024-01-13t10:30:00.000,hah,fmch,2024-01-13t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,21.0,,2024-01-13t10:50:00.000,2024-01-13t10:50:00.000,2024-01-13t10:50:00.000,2024-01-13t12:43:00.000,2024-01-13t12:48:00.000,2024-01-13t12:48:00.000,2024-01-13t12:48:00.000,,,
arrival,landed,nbo,hkjk,2024-01-13t10:30:00.000,hah,fmch,2024-01-13t13:00:00.000,air france,af,afr,8075,af8075,afr8075,kenya airways,kq,kqa,264,kq264,kqa264,1a,21.0,,2024-01-13t10:50:00.000,2024-01-13t10:50:00.000,2024-01-13t10:50:00.000,2024-01-13t12:43:00.000,2024-01-13t12:48:00.000,2024-01-13t12:48:00.000,2024-01-13t12:48:00.000,,,
arrival,landed,nbo,hkjk,2024-01-13t10:30:00.000,hah,fmch,2024-01-13t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,21.0,,2024-01-13t10:50:00.000,2024-01-13t10:50:00.000,2024-01-13t10:50:00.000,2024-01-13t12:43:00.000,2024-01-13t12:48:00.000,2024-01-13t12:48:00.000,2024-01-13t12:48:00.000,,,
arrival,unknown,dar,htda,2024-01-13t12:00:00.000,hah,fmch,2024-01-13t13:40:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-01-13t12:00:00.000,hah,fmch,2024-01-13t13:40:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-13t13:25:00.000,hah,fmch,2024-01-13t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,11.0,,2024-01-13t13:35:00.000,2024-01-13t13:35:00.000,2024-01-13t13:35:00.000,2024-01-13t14:43:00.000,2024-01-13t14:48:00.000,2024-01-13t14:48:00.000,2024-01-13t14:48:00.000,3.0,c5,
arrival,unknown,ajn,fmcv,2024-01-13t15:30:00.000,hah,fmch,2024-01-13t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-01-13t15:20:00.000,hah,fmch,2024-01-13t16:00:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-01-13t15:20:00.000,hah,fmch,2024-01-13t16:00:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-01-14t10:30:00.000,hah,fmch,2024-01-14t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,6.0,2024-01-14t10:36:00.000,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-14t10:15:00.000,hah,fmch,2024-01-14t11:15:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-14t10:15:00.000,hah,fmch,2024-01-14t11:15:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-14t13:25:00.000,hah,fmch,2024-01-14t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,16.0,,2024-01-14t13:41:00.000,2024-01-14t13:41:00.000,2024-01-14t13:41:00.000,2024-01-14t14:48:00.000,2024-01-14t14:51:00.000,2024-01-14t14:51:00.000,2024-01-14t14:51:00.000,7.0,c5,
arrival,unknown,nwa,fmci,2024-01-15t12:20:00.000,hah,fmch,2024-01-15t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-01-15t07:30:00.000,hah,fmch,2024-01-15t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-15t13:25:00.000,hah,fmch,2024-01-15t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,28.0,2024-01-15t13:25:00.000,2024-01-15t13:52:00.000,2024-01-15t13:52:00.000,2024-01-15t13:52:00.000,2024-01-15t15:07:00.000,2024-01-15t15:20:00.000,2024-01-15t15:20:00.000,2024-01-15t15:20:00.000,35.0,c5,
arrival,unknown,dza,fmcz,2024-01-15t13:45:00.000,hah,fmch,2024-01-15t14:45:00.000,air austral,uu,reu,7402,uu7402,reu7402,air austral,uu,reu,302,uu302,reu302,,,2024-01-15t13:45:00.000,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-15t13:45:00.000,hah,fmch,2024-01-15t14:45:00.000,air austral,uu,reu,302,uu302,reu302,,,,,,,,,2024-01-15t13:45:00.000,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-15t14:30:00.000,hah,fmch,2024-01-15t15:30:00.000,air austral,uu,reu,7404,uu7404,reu7404,ewa air,zd,ewr,304,zd304,ewr304,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-15t14:30:00.000,hah,fmch,2024-01-15t15:30:00.000,ewa air,zd,ewr,304,zd304,ewr304,,,,,,,,,,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-01-15t22:45:00.000,hah,fmch,2024-01-16t01:15:00.000,klm,kl,klm,4154,kl4154,klm4154,kenya airways,kq,kqa,266,kq266,kqa266,1a,,,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-01-15t22:45:00.000,hah,fmch,2024-01-16t01:15:00.000,kenya airways,kq,kqa,266,kq266,kqa266,,,,,,,1a,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-01-16t09:00:00.000,hah,fmch,2024-01-16t09:30:00.000,empty,,,522,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-16t10:15:00.000,hah,fmch,2024-01-16t11:15:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-16t10:15:00.000,hah,fmch,2024-01-16t11:15:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-16t10:40:00.000,hah,fmch,2024-01-16t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,12.0,2024-01-16t10:40:00.000,2024-01-16t10:51:00.000,2024-01-16t10:51:00.000,2024-01-16t10:51:00.000,2024-01-16t11:57:00.000,2024-01-16t11:59:00.000,2024-01-16t11:59:00.000,2024-01-16t11:59:00.000,5.0,,
arrival,landed,dar,htda,2024-01-16t10:40:00.000,hah,fmch,2024-01-16t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,12.0,2024-01-16t10:40:00.000,2024-01-16t10:51:00.000,2024-01-16t10:51:00.000,2024-01-16t10:51:00.000,2024-01-16t11:57:00.000,2024-01-16t11:59:00.000,2024-01-16t11:59:00.000,2024-01-16t11:59:00.000,5.0,,
arrival,landed,nbo,hkjk,2024-01-16t10:30:00.000,hah,fmch,2024-01-16t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,82.0,2024-01-16t11:30:00.000,2024-01-16t11:52:00.000,2024-01-16t11:52:00.000,2024-01-16t11:52:00.000,2024-01-16t13:50:00.000,,,,51.0,,
arrival,landed,nbo,hkjk,2024-01-16t10:30:00.000,hah,fmch,2024-01-16t13:00:00.000,air france,af,afr,8075,af8075,afr8075,kenya airways,kq,kqa,264,kq264,kqa264,1a,82.0,2024-01-16t11:30:00.000,2024-01-16t11:52:00.000,2024-01-16t11:52:00.000,2024-01-16t11:52:00.000,2024-01-16t13:50:00.000,,,,51.0,,
arrival,landed,nbo,hkjk,2024-01-16t10:30:00.000,hah,fmch,2024-01-16t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,82.0,2024-01-16t11:30:00.000,2024-01-16t11:52:00.000,2024-01-16t11:52:00.000,2024-01-16t11:52:00.000,2024-01-16t13:50:00.000,,,,51.0,,
arrival,landed,dar,htda,2024-01-16t13:25:00.000,hah,fmch,2024-01-16t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,26.0,,2024-01-16t13:51:00.000,2024-01-16t13:51:00.000,2024-01-16t13:51:00.000,2024-01-16t15:16:00.000,,,,31.0,c5,
arrival,unknown,ajn,fmcv,2024-01-17t07:30:00.000,hah,fmch,2024-01-17t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,run,fmee,2024-01-17t07:45:00.000,hah,fmch,2024-01-17t09:20:00.000,air france,af,afr,3250,af3250,afr3250,air austral,uu,reu,255,uu255,reu255,,225.0,2024-01-17t11:30:00.000,,,,,,,,,,
arrival,unknown,run,fmee,2024-01-17t07:45:00.000,hah,fmch,2024-01-17t09:20:00.000,air austral,uu,reu,255,uu255,reu255,,,,,,,,225.0,2024-01-17t11:30:00.000,,,,,,,,,,
arrival,landed,dza,fmcz,2024-01-17t10:15:00.000,hah,fmch,2024-01-17t11:15:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,2024-01-17t10:15:00.000,2024-01-17t10:01:00.000,2024-01-17t10:01:00.000,2024-01-17t10:01:00.000,2024-01-17t10:47:00.000,2024-01-17t10:49:00.000,2024-01-17t10:49:00.000,2024-01-17t10:49:00.000,,,
arrival,landed,dza,fmcz,2024-01-17t10:15:00.000,hah,fmch,2024-01-17t11:15:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,2024-01-17t10:15:00.000,2024-01-17t10:01:00.000,2024-01-17t10:01:00.000,2024-01-17t10:01:00.000,2024-01-17t10:47:00.000,2024-01-17t10:49:00.000,2024-01-17t10:49:00.000,2024-01-17t10:49:00.000,,,
arrival,unknown,nwa,fmci,2024-01-17t12:20:00.000,hah,fmch,2024-01-17t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-01-17t10:30:00.000,hah,fmch,2024-01-17t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,64.0,2024-01-17t11:35:00.000,2024-01-17t11:34:00.000,2024-01-17t11:34:00.000,2024-01-17t11:34:00.000,,,,,,,
arrival,landed,nbo,hkjk,2024-01-17t10:30:00.000,hah,fmch,2024-01-17t13:00:00.000,air france,af,afr,8075,af8075,afr8075,kenya airways,kq,kqa,264,kq264,kqa264,1a,64.0,2024-01-17t11:35:00.000,2024-01-17t11:34:00.000,2024-01-17t11:34:00.000,2024-01-17t11:34:00.000,,,,,,,
arrival,landed,nbo,hkjk,2024-01-17t10:30:00.000,hah,fmch,2024-01-17t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,64.0,2024-01-17t11:35:00.000,2024-01-17t11:34:00.000,2024-01-17t11:34:00.000,2024-01-17t11:34:00.000,,,,,,,
arrival,landed,dar,htda,2024-01-17t13:25:00.000,hah,fmch,2024-01-17t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,31.0,2024-01-17t13:50:00.000,2024-01-17t13:55:00.000,2024-01-17t13:55:00.000,2024-01-17t13:55:00.000,2024-01-17t15:03:00.000,2024-01-17t15:20:00.000,2024-01-17t15:20:00.000,2024-01-17t15:20:00.000,35.0,c5,
arrival,unknown,ajn,fmcv,2024-01-17t15:30:00.000,hah,fmch,2024-01-17t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-01-18t07:30:00.000,hah,fmch,2024-01-18t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-18t10:40:00.000,hah,fmch,2024-01-18t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,16.0,,2024-01-18t10:55:00.000,2024-01-18t10:55:00.000,2024-01-18t10:55:00.000,2024-01-18t12:08:00.000,2024-01-18t12:01:00.000,2024-01-18t12:01:00.000,2024-01-18t12:01:00.000,6.0,,
arrival,landed,dar,htda,2024-01-18t10:40:00.000,hah,fmch,2024-01-18t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,16.0,,2024-01-18t10:55:00.000,2024-01-18t10:55:00.000,2024-01-18t10:55:00.000,2024-01-18t12:08:00.000,2024-01-18t12:01:00.000,2024-01-18t12:01:00.000,2024-01-18t12:01:00.000,6.0,,
arrival,unknown,dar,htda,2024-01-18t12:00:00.000,hah,fmch,2024-01-18t13:40:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-01-18t12:00:00.000,hah,fmch,2024-01-18t13:40:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-18t13:25:00.000,hah,fmch,2024-01-18t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,8.0,2024-01-18t13:21:00.000,2024-01-18t13:33:00.000,2024-01-18t13:33:00.000,2024-01-18t13:33:00.000,2024-01-18t14:33:00.000,,,,,c5,
arrival,unknown,dza,fmcz,2024-01-18t13:45:00.000,hah,fmch,2024-01-18t14:45:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-18t13:45:00.000,hah,fmch,2024-01-18t14:45:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-01-18t15:20:00.000,hah,fmch,2024-01-18t16:00:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-01-18t15:20:00.000,hah,fmch,2024-01-18t16:00:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-01-18t22:45:00.000,hah,fmch,2024-01-19t01:15:00.000,klm,kl,klm,4154,kl4154,klm4154,kenya airways,kq,kqa,266,kq266,kqa266,1a,,,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-01-18t22:45:00.000,hah,fmch,2024-01-19t01:15:00.000,kenya airways,kq,kqa,266,kq266,kqa266,,,,,,,1a,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-19t05:25:00.000,hah,fmch,2024-01-19t06:35:00.000,etihad airways,ey,etd,4954,ey4954,etd4954,egyptair,ms,msr,841,ms841,msr841,3,33.0,,2024-01-19t05:58:00.000,2024-01-19t05:58:00.000,2024-01-19t05:58:00.000,2024-01-19t07:13:00.000,,,,38.0,,
arrival,landed,dar,htda,2024-01-19t05:25:00.000,hah,fmch,2024-01-19t06:35:00.000,egyptair,ms,msr,841,ms841,msr841,,,,,,,3,33.0,,2024-01-19t05:58:00.000,2024-01-19t05:58:00.000,2024-01-19t05:58:00.000,2024-01-19t07:13:00.000,,,,38.0,,
arrival,unknown,ajn,fmcv,2024-01-19t07:30:00.000,hah,fmch,2024-01-19t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-01-19t12:20:00.000,hah,fmch,2024-01-19t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-01-19t10:30:00.000,hah,fmch,2024-01-19t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,4.0,2024-01-19t10:30:00.000,2024-01-19t10:34:00.000,2024-01-19t10:34:00.000,2024-01-19t10:34:00.000,2024-01-19t12:34:00.000,2024-01-19t12:39:00.000,2024-01-19t12:39:00.000,2024-01-19t12:39:00.000,,,
arrival,landed,nbo,hkjk,2024-01-19t10:30:00.000,hah,fmch,2024-01-19t13:00:00.000,air france,af,afr,8075,af8075,afr8075,kenya airways,kq,kqa,264,kq264,kqa264,1a,4.0,2024-01-19t10:30:00.000,2024-01-19t10:34:00.000,2024-01-19t10:34:00.000,2024-01-19t10:34:00.000,2024-01-19t12:34:00.000,2024-01-19t12:39:00.000,2024-01-19t12:39:00.000,2024-01-19t12:39:00.000,,,
arrival,landed,nbo,hkjk,2024-01-19t10:30:00.000,hah,fmch,2024-01-19t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,4.0,2024-01-19t10:30:00.000,2024-01-19t10:34:00.000,2024-01-19t10:34:00.000,2024-01-19t10:34:00.000,2024-01-19t12:34:00.000,2024-01-19t12:39:00.000,2024-01-19t12:39:00.000,2024-01-19t12:39:00.000,,,
arrival,landed,dar,htda,2024-01-19t13:25:00.000,hah,fmch,2024-01-19t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,27.0,,2024-01-19t13:52:00.000,2024-01-19t13:52:00.000,2024-01-19t13:52:00.000,2024-01-19t15:01:00.000,2024-01-19t14:59:00.000,2024-01-19t14:59:00.000,2024-01-19t14:59:00.000,14.0,c5,
arrival,landed,dza,fmcz,2024-01-19t13:45:00.000,hah,fmch,2024-01-19t14:45:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,1.0,,2024-01-19t13:45:00.000,2024-01-19t13:45:00.000,2024-01-19t13:45:00.000,2024-01-19t14:31:00.000,2024-01-19t14:30:00.000,2024-01-19t14:30:00.000,2024-01-19t14:30:00.000,,,
arrival,landed,dza,fmcz,2024-01-19t13:45:00.000,hah,fmch,2024-01-19t14:45:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,1.0,,2024-01-19t13:45:00.000,2024-01-19t13:45:00.000,2024-01-19t13:45:00.000,2024-01-19t14:31:00.000,2024-01-19t14:30:00.000,2024-01-19t14:30:00.000,2024-01-19t14:30:00.000,,,
arrival,unknown,ajn,fmcv,2024-01-19t15:30:00.000,hah,fmch,2024-01-19t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-01-20t09:00:00.000,hah,fmch,2024-01-20t09:30:00.000,empty,,,522,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-20t10:40:00.000,hah,fmch,2024-01-20t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,51.0,2024-01-20t10:40:00.000,2024-01-20t11:31:00.000,2024-01-20t11:31:00.000,2024-01-20t11:31:00.000,2024-01-20t12:33:00.000,,,,39.0,,
arrival,landed,dar,htda,2024-01-20t10:40:00.000,hah,fmch,2024-01-20t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,51.0,2024-01-20t10:40:00.000,2024-01-20t11:31:00.000,2024-01-20t11:31:00.000,2024-01-20t11:31:00.000,2024-01-20t12:33:00.000,,,,39.0,,
arrival,landed,nbo,hkjk,2024-01-20t10:30:00.000,hah,fmch,2024-01-20t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,1.0,2024-01-20t10:30:00.000,2024-01-20t10:31:00.000,2024-01-20t10:31:00.000,2024-01-20t10:31:00.000,2024-01-20t12:25:00.000,2024-01-20t12:23:00.000,2024-01-20t12:23:00.000,2024-01-20t12:23:00.000,,,
arrival,landed,nbo,hkjk,2024-01-20t10:30:00.000,hah,fmch,2024-01-20t13:00:00.000,air france,af,afr,8075,af8075,afr8075,kenya airways,kq,kqa,264,kq264,kqa264,1a,1.0,2024-01-20t10:30:00.000,2024-01-20t10:31:00.000,2024-01-20t10:31:00.000,2024-01-20t10:31:00.000,2024-01-20t12:25:00.000,2024-01-20t12:23:00.000,2024-01-20t12:23:00.000,2024-01-20t12:23:00.000,,,
arrival,landed,nbo,hkjk,2024-01-20t10:30:00.000,hah,fmch,2024-01-20t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,1.0,2024-01-20t10:30:00.000,2024-01-20t10:31:00.000,2024-01-20t10:31:00.000,2024-01-20t10:31:00.000,2024-01-20t12:25:00.000,2024-01-20t12:23:00.000,2024-01-20t12:23:00.000,2024-01-20t12:23:00.000,,,
arrival,unknown,dar,htda,2024-01-20t12:00:00.000,hah,fmch,2024-01-20t13:40:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-01-20t12:00:00.000,hah,fmch,2024-01-20t13:40:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-01-20t13:25:00.000,hah,fmch,2024-01-20t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,16.0,,2024-01-20t13:41:00.000,2024-01-20t13:41:00.000,2024-01-20t13:41:00.000,2024-01-20t14:53:00.000,,,,8.0,c5,
arrival,unknown,ajn,fmcv,2024-01-20t15:30:00.000,hah,fmch,2024-01-20t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-01-20t15:20:00.000,hah,fmch,2024-01-20t16:00:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-01-20t15:20:00.000,hah,fmch,2024-01-20t16:00:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-21t10:15:00.000,hah,fmch,2024-01-21t11:15:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-01-21t10:15:00.000,hah,fmch,2024-01-21t11:15:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-01-21t10:30:00.000,hah,fmch,2024-01-21t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,,2024-01-21t10:30:00.000,2024-01-21t10:28:00.000,2024-01-21t10:28:00.000,2024-01-21t10:28:00.000,2024-01-21t12:25:00.000,2024-01-21t12:27:00.000,2024-01-21t12:27:00.000,2024-01-21t12:27:00.000,,,
arrival,landed,dar,htda,2024-01-21t13:25:00.000,hah,fmch,2024-01-21t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,18.0,,2024-01-21t13:42:00.000,2024-01-21t13:42:00.000,2024-01-21t13:42:00.000,2024-01-21t14:53:00.000,2024-01-21t14:49:00.000,2024-01-21t14:49:00.000,2024-01-21t14:49:00.000,5.0,c5,
arrival,unknown,ajn,fmcv,2024-01-22t07:30:00.000,hah,fmch,2024-01-22t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
