type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.terminal,departure.delay,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.gate,error
arrival,unknown,nwa,fmci,2024-05-28t09:00:00.000,hah,fmch,2024-05-28t09:30:00.000,empty,,,522,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-05-28t10:40:00.000,hah,fmch,2024-05-28t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,8.0,2024-05-28t10:40:00.000,2024-05-28t10:47:00.000,2024-05-28t10:47:00.000,2024-05-28t10:47:00.000,2024-05-28t11:55:00.000,2024-05-28t11:57:00.000,2024-05-28t11:57:00.000,2024-05-28t11:57:00.000,2.0,,
arrival,landed,dar,htda,2024-05-28t10:40:00.000,hah,fmch,2024-05-28t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,8.0,2024-05-28t10:40:00.000,2024-05-28t10:47:00.000,2024-05-28t10:47:00.000,2024-05-28t10:47:00.000,2024-05-28t11:55:00.000,2024-05-28t11:57:00.000,2024-05-28t11:57:00.000,2024-05-28t11:57:00.000,2.0,,
arrival,landed,nbo,hkjk,2024-05-28t10:30:00.000,hah,fmch,2024-05-28t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,14.0,2024-05-28t10:30:00.000,2024-05-28t10:44:00.000,2024-05-28t10:44:00.000,2024-05-28t10:44:00.000,2024-05-28t12:38:00.000,2024-05-28t12:39:00.000,2024-05-28t12:39:00.000,2024-05-28t12:39:00.000,,,
arrival,landed,nbo,hkjk,2024-05-28t10:30:00.000,hah,fmch,2024-05-28t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,14.0,2024-05-28t10:30:00.000,2024-05-28t10:44:00.000,2024-05-28t10:44:00.000,2024-05-28t10:44:00.000,2024-05-28t12:38:00.000,2024-05-28t12:39:00.000,2024-05-28t12:39:00.000,2024-05-28t12:39:00.000,,,
arrival,landed,dar,htda,2024-05-28t13:25:00.000,hah,fmch,2024-05-28t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,23.0,,2024-05-28t13:48:00.000,2024-05-28t13:48:00.000,2024-05-28t13:48:00.000,2024-05-28t14:49:00.000,2024-05-28t14:51:00.000,2024-05-28t14:51:00.000,2024-05-28t14:51:00.000,6.0,c5,
arrival,unknown,ajn,fmcv,2024-05-29t07:30:00.000,hah,fmch,2024-05-29t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,cancelled,run,fmee,2024-05-29t07:10:00.000,hah,fmch,2024-05-29t08:45:00.000,air france,af,afr,3250,af3250,afr3250,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,
arrival,cancelled,run,fmee,2024-05-29t07:10:00.000,hah,fmch,2024-05-29t08:45:00.000,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-05-29t10:00:00.000,hah,fmch,2024-05-29t11:00:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-05-29t10:00:00.000,hah,fmch,2024-05-29t11:00:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-05-29t11:20:00.000,hah,fmch,2024-05-29t12:20:00.000,air austral,uu,reu,7402,uu7402,reu7402,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-05-29t12:20:00.000,hah,fmch,2024-05-29t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-05-29t11:30:00.000,hah,fmch,2024-05-29t14:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,310.0,2024-05-29t16:40:00.000,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-05-29t11:30:00.000,hah,fmch,2024-05-29t14:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,310.0,2024-05-29t16:40:00.000,,,,,,,,,,
arrival,landed,dar,htda,2024-05-29t13:25:00.000,hah,fmch,2024-05-29t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,13.0,,2024-05-29t13:37:00.000,2024-05-29t13:37:00.000,2024-05-29t13:37:00.000,2024-05-29t14:41:00.000,2024-05-29t14:41:00.000,2024-05-29t14:41:00.000,2024-05-29t14:41:00.000,,c5,
arrival,unknown,ajn,fmcv,2024-05-29t15:30:00.000,hah,fmch,2024-05-29t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-05-30t07:30:00.000,hah,fmch,2024-05-30t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-05-30t10:40:00.000,hah,fmch,2024-05-30t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-05-30t10:40:00.000,hah,fmch,2024-05-30t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-05-30t12:15:00.000,hah,fmch,2024-05-30t14:15:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-05-30t12:15:00.000,hah,fmch,2024-05-30t14:15:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-05-30t13:25:00.000,hah,fmch,2024-05-30t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,,,2024-05-30t13:22:00.000,2024-05-30t13:22:00.000,2024-05-30t13:22:00.000,2024-05-30t14:24:00.000,2024-05-30t14:24:00.000,2024-05-30t14:24:00.000,2024-05-30t14:24:00.000,,c5,
arrival,unknown,ajn,fmcv,2024-05-30t15:55:00.000,hah,fmch,2024-05-30t16:35:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-05-30t15:55:00.000,hah,fmch,2024-05-30t16:35:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-05-31t07:30:00.000,hah,fmch,2024-05-31t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dza,fmcz,2024-05-31t10:00:00.000,hah,fmch,2024-05-31t11:00:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,17.0,,2024-05-31t10:16:00.000,2024-05-31t10:16:00.000,2024-05-31t10:16:00.000,2024-05-31t11:00:00.000,2024-05-31t11:03:00.000,2024-05-31t11:03:00.000,2024-05-31t11:03:00.000,3.0,,
arrival,landed,dza,fmcz,2024-05-31t10:00:00.000,hah,fmch,2024-05-31t11:00:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,17.0,,2024-05-31t10:16:00.000,2024-05-31t10:16:00.000,2024-05-31t10:16:00.000,2024-05-31t11:00:00.000,2024-05-31t11:03:00.000,2024-05-31t11:03:00.000,2024-05-31t11:03:00.000,3.0,,
arrival,unknown,nwa,fmci,2024-05-31t12:20:00.000,hah,fmch,2024-05-31t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-05-31t11:30:00.000,hah,fmch,2024-05-31t14:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,34.0,2024-05-31t11:30:00.000,2024-05-31t12:03:00.000,2024-05-31t12:03:00.000,2024-05-31t12:03:00.000,2024-05-31t13:52:00.000,2024-05-31t13:58:00.000,2024-05-31t13:58:00.000,2024-05-31t13:58:00.000,,,
arrival,landed,nbo,hkjk,2024-05-31t11:30:00.000,hah,fmch,2024-05-31t14:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,34.0,2024-05-31t11:30:00.000,2024-05-31t12:03:00.000,2024-05-31t12:03:00.000,2024-05-31t12:03:00.000,2024-05-31t13:52:00.000,2024-05-31t13:58:00.000,2024-05-31t13:58:00.000,2024-05-31t13:58:00.000,,,
arrival,landed,dar,htda,2024-05-31t13:25:00.000,hah,fmch,2024-05-31t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,17.0,,2024-05-31t13:42:00.000,2024-05-31t13:42:00.000,2024-05-31t13:42:00.000,2024-05-31t14:44:00.000,,,,,c5,
arrival,unknown,ajn,fmcv,2024-05-31t15:30:00.000,hah,fmch,2024-05-31t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-06-01t09:00:00.000,hah,fmch,2024-06-01t09:30:00.000,empty,,,522,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dza,fmcz,2024-06-01t09:00:00.000,hah,fmch,2024-06-01t10:00:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,1.0,,2024-06-01t09:00:00.000,2024-06-01t09:00:00.000,2024-06-01t09:00:00.000,2024-06-01t09:47:00.000,2024-06-01t09:48:00.000,2024-06-01t09:48:00.000,2024-06-01t09:48:00.000,,,
arrival,landed,dza,fmcz,2024-06-01t09:00:00.000,hah,fmch,2024-06-01t10:00:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,1.0,,2024-06-01t09:00:00.000,2024-06-01t09:00:00.000,2024-06-01t09:00:00.000,2024-06-01t09:47:00.000,2024-06-01t09:48:00.000,2024-06-01t09:48:00.000,2024-06-01t09:48:00.000,,,
arrival,landed,dar,htda,2024-06-01t10:40:00.000,hah,fmch,2024-06-01t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,26.0,2024-06-01t10:40:00.000,2024-06-01t11:05:00.000,2024-06-01t11:05:00.000,2024-06-01t11:05:00.000,2024-06-01t12:15:00.000,2024-06-01t12:15:00.000,2024-06-01t12:15:00.000,2024-06-01t12:15:00.000,21.0,,
arrival,landed,dar,htda,2024-06-01t10:40:00.000,hah,fmch,2024-06-01t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,26.0,2024-06-01t10:40:00.000,2024-06-01t11:05:00.000,2024-06-01t11:05:00.000,2024-06-01t11:05:00.000,2024-06-01t12:15:00.000,2024-06-01t12:15:00.000,2024-06-01t12:15:00.000,2024-06-01t12:15:00.000,21.0,,
arrival,unknown,dar,htda,2024-06-01t11:00:00.000,hah,fmch,2024-06-01t13:00:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-06-01t11:00:00.000,hah,fmch,2024-06-01t13:00:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-06-01t11:00:00.000,hah,fmch,2024-06-01t13:30:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,300.0,2024-06-01t16:00:00.000,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-06-01t11:00:00.000,hah,fmch,2024-06-01t13:30:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,300.0,2024-06-01t16:00:00.000,,,,,,,,,,
arrival,landed,dar,htda,2024-06-01t13:25:00.000,hah,fmch,2024-06-01t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,23.0,2024-06-01t13:34:00.000,2024-06-01t13:47:00.000,2024-06-01t13:47:00.000,2024-06-01t13:47:00.000,2024-06-01t14:53:00.000,2024-06-01t14:59:00.000,2024-06-01t14:59:00.000,2024-06-01t14:59:00.000,15.0,c5,
arrival,unknown,ajn,fmcv,2024-06-01t14:40:00.000,hah,fmch,2024-06-01t15:20:00.000,precision air,pw,prf,2643,pw2643,prf2643,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-06-01t15:30:00.000,hah,fmch,2024-06-01t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-06-01t17:00:00.000,hah,fmch,2024-06-01t17:40:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-06-01t17:00:00.000,hah,fmch,2024-06-01t17:40:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,landed,dza,fmcz,2024-06-02t09:30:00.000,hah,fmch,2024-06-02t10:30:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,2024-06-02t09:26:00.000,2024-06-02t09:26:00.000,2024-06-02t09:26:00.000,,2024-06-02t10:08:00.000,2024-06-02t10:08:00.000,2024-06-02t10:08:00.000,,,
arrival,landed,dza,fmcz,2024-06-02t09:30:00.000,hah,fmch,2024-06-02t10:30:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,2024-06-02t09:26:00.000,2024-06-02t09:26:00.000,2024-06-02t09:26:00.000,,2024-06-02t10:08:00.000,2024-06-02t10:08:00.000,2024-06-02t10:08:00.000,,,
arrival,unknown,nbo,hkjk,2024-06-02t11:30:00.000,hah,fmch,2024-06-02t14:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,240.0,2024-06-02t15:30:00.000,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-06-02t11:30:00.000,hah,fmch,2024-06-02t14:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,240.0,2024-06-02t15:30:00.000,,,,,,,,,,
arrival,landed,dar,htda,2024-06-02t13:25:00.000,hah,fmch,2024-06-02t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,17.0,2024-06-02t13:32:00.000,2024-06-02t13:42:00.000,2024-06-02t13:42:00.000,2024-06-02t13:42:00.000,2024-06-02t14:49:00.000,2024-06-02t14:47:00.000,2024-06-02t14:47:00.000,2024-06-02t14:47:00.000,3.0,c5,
arrival,unknown,ajn,fmcv,2024-06-03t07:30:00.000,hah,fmch,2024-06-03t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-06-03t12:20:00.000,hah,fmch,2024-06-03t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-06-03t13:25:00.000,hah,fmch,2024-06-03t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,5.0,,2024-06-03t13:30:00.000,2024-06-03t13:30:00.000,2024-06-03t13:30:00.000,2024-06-03t14:35:00.000,2024-06-03t14:38:00.000,2024-06-03t14:38:00.000,2024-06-03t14:38:00.000,,c5,
arrival,unknown,nwa,fmci,2024-06-04t09:00:00.000,hah,fmch,2024-06-04t09:30:00.000,empty,,,522,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-06-04t10:40:00.000,hah,fmch,2024-06-04t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,20.0,2024-06-04t10:40:00.000,2024-06-04t10:59:00.000,2024-06-04t10:59:00.000,2024-06-04t10:59:00.000,2024-06-04t12:06:00.000,2024-06-04t12:08:00.000,2024-06-04t12:08:00.000,2024-06-04t12:08:00.000,13.0,,
arrival,landed,dar,htda,2024-06-04t10:40:00.000,hah,fmch,2024-06-04t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,20.0,2024-06-04t10:40:00.000,2024-06-04t10:59:00.000,2024-06-04t10:59:00.000,2024-06-04t10:59:00.000,2024-06-04t12:06:00.000,2024-06-04t12:08:00.000,2024-06-04t12:08:00.000,2024-06-04t12:08:00.000,13.0,,
arrival,landed,nbo,hkjk,2024-06-04t10:30:00.000,hah,fmch,2024-06-04t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,135.0,2024-06-04t12:00:00.000,2024-06-04t12:45:00.000,2024-06-04t12:45:00.000,2024-06-04t12:45:00.000,2024-06-04t14:39:00.000,,,,100.0,,
arrival,landed,nbo,hkjk,2024-06-04t10:30:00.000,hah,fmch,2024-06-04t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,135.0,2024-06-04t12:00:00.000,2024-06-04t12:45:00.000,2024-06-04t12:45:00.000,2024-06-04t12:45:00.000,2024-06-04t14:39:00.000,,,,100.0,,
arrival,landed,dar,htda,2024-06-04t13:25:00.000,hah,fmch,2024-06-04t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,59.0,2024-06-04t13:53:00.000,2024-06-04t14:24:00.000,2024-06-04t14:24:00.000,2024-06-04t14:24:00.000,2024-06-04t15:26:00.000,2024-06-04t15:26:00.000,2024-06-04t15:26:00.000,2024-06-04t15:26:00.000,41.0,c5,
arrival,unknown,ajn,fmcv,2024-06-05t07:30:00.000,hah,fmch,2024-06-05t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,cancelled,run,fmee,2024-06-05t07:10:00.000,hah,fmch,2024-06-05t08:45:00.000,air france,af,afr,3250,af3250,afr3250,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,
arrival,cancelled,run,fmee,2024-06-05t07:10:00.000,hah,fmch,2024-06-05t08:45:00.000,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-06-05t10:00:00.000,hah,fmch,2024-06-05t11:00:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-06-05t10:00:00.000,hah,fmch,2024-06-05t11:00:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-06-05t12:20:00.000,hah,fmch,2024-06-05t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-06-05t11:30:00.000,hah,fmch,2024-06-05t14:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,29.0,2024-06-05t11:30:00.000,2024-06-05t11:59:00.000,2024-06-05t11:59:00.000,2024-06-05t11:59:00.000,2024-06-05t13:54:00.000,2024-06-05t13:58:00.000,2024-06-05t13:58:00.000,2024-06-05t13:58:00.000,,,
arrival,landed,nbo,hkjk,2024-06-05t11:30:00.000,hah,fmch,2024-06-05t14:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,29.0,2024-06-05t11:30:00.000,2024-06-05t11:59:00.000,2024-06-05t11:59:00.000,2024-06-05t11:59:00.000,2024-06-05t13:54:00.000,2024-06-05t13:58:00.000,2024-06-05t13:58:00.000,2024-06-05t13:58:00.000,,,
arrival,landed,dar,htda,2024-06-05t13:25:00.000,hah,fmch,2024-06-05t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,29.0,2024-06-05t13:54:00.000,2024-06-05t13:54:00.000,2024-06-05t13:54:00.000,2024-06-05t13:54:00.000,2024-06-05t15:01:00.000,2024-06-05t14:59:00.000,2024-06-05t14:59:00.000,2024-06-05t14:59:00.000,14.0,c5,
arrival,unknown,ajn,fmcv,2024-06-05t15:30:00.000,hah,fmch,2024-06-05t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-06-06t07:30:00.000,hah,fmch,2024-06-06t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-06-06t10:40:00.000,hah,fmch,2024-06-06t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,33.0,,2024-06-06t11:12:00.000,2024-06-06t11:12:00.000,2024-06-06t11:12:00.000,2024-06-06t12:24:00.000,2024-06-06t12:17:00.000,2024-06-06t12:17:00.000,2024-06-06t12:17:00.000,22.0,,
arrival,landed,dar,htda,2024-06-06t10:40:00.000,hah,fmch,2024-06-06t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,33.0,,2024-06-06t11:12:00.000,2024-06-06t11:12:00.000,2024-06-06t11:12:00.000,2024-06-06t12:24:00.000,2024-06-06t12:17:00.000,2024-06-06t12:17:00.000,2024-06-06t12:17:00.000,22.0,,
arrival,unknown,dar,htda,2024-06-06t12:15:00.000,hah,fmch,2024-06-06t14:15:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-06-06t12:15:00.000,hah,fmch,2024-06-06t14:15:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-06-06t13:25:00.000,hah,fmch,2024-06-06t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,3.0,,2024-06-06t13:28:00.000,2024-06-06t13:28:00.000,2024-06-06t13:28:00.000,2024-06-06t14:34:00.000,2024-06-06t14:37:00.000,2024-06-06t14:37:00.000,2024-06-06t14:37:00.000,,c5,
arrival,unknown,ajn,fmcv,2024-06-06t15:55:00.000,hah,fmch,2024-06-06t16:35:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-06-06t15:55:00.000,hah,fmch,2024-06-06t16:35:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-06-07t07:30:00.000,hah,fmch,2024-06-07t08:30:00.000,empty,,,504,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-06-07t10:00:00.000,hah,fmch,2024-06-07t11:00:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-06-07t10:00:00.000,hah,fmch,2024-06-07t11:00:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-06-07t12:20:00.000,hah,fmch,2024-06-07t12:45:00.000,empty,,,311,,,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-06-07t11:30:00.000,hah,fmch,2024-06-07t14:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,17.0,2024-06-07t11:30:00.000,2024-06-07t11:47:00.000,2024-06-07t11:47:00.000,2024-06-07t11:47:00.000,2024-06-07t13:37:00.000,2024-06-07t13:40:00.000,2024-06-07t13:40:00.000,2024-06-07t13:40:00.000,,,
arrival,landed,nbo,hkjk,2024-06-07t11:30:00.000,hah,fmch,2024-06-07t14:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,17.0,2024-06-07t11:30:00.000,2024-06-07t11:47:00.000,2024-06-07t11:47:00.000,2024-06-07t11:47:00.000,2024-06-07t13:37:00.000,2024-06-07t13:40:00.000,2024-06-07t13:40:00.000,2024-06-07t13:40:00.000,,,
arrival,landed,dar,htda,2024-06-07t13:25:00.000,hah,fmch,2024-06-07t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,10.0,,2024-06-07t13:34:00.000,2024-06-07t13:34:00.000,2024-06-07t13:34:00.000,2024-06-07t14:39:00.000,2024-06-07t14:40:00.000,2024-06-07t14:40:00.000,2024-06-07t14:40:00.000,,c5,
arrival,unknown,ajn,fmcv,2024-06-07t15:30:00.000,hah,fmch,2024-06-07t16:00:00.000,empty,,,508,,,,,,,,,,,,,,,,,,,,,
arrival,unknown,nwa,fmci,2024-06-08t09:00:00.000,hah,fmch,2024-06-08t09:30:00.000,empty,,,522,,,,,,,,,,,,,,,,,,,,,
arrival,landed,dza,fmcz,2024-06-08t10:00:00.000,hah,fmch,2024-06-08t10:55:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,9.0,,2024-06-08t10:09:00.000,2024-06-08t10:09:00.000,2024-06-08t10:09:00.000,,2024-06-08t10:51:00.000,2024-06-08t10:51:00.000,2024-06-08t10:51:00.000,,,
arrival,landed,dza,fmcz,2024-06-08t10:00:00.000,hah,fmch,2024-06-08t10:55:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,9.0,,2024-06-08t10:09:00.000,2024-06-08t10:09:00.000,2024-06-08t10:09:00.000,,2024-06-08t10:51:00.000,2024-06-08t10:51:00.000,2024-06-08t10:51:00.000,,,
arrival,landed,dar,htda,2024-06-08t10:40:00.000,hah,fmch,2024-06-08t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,21.0,,2024-06-08t11:00:00.000,2024-06-08t11:00:00.000,2024-06-08t11:00:00.000,2024-06-08t12:25:00.000,,,,30.0,,
arrival,landed,dar,htda,2024-06-08t10:40:00.000,hah,fmch,2024-06-08t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,21.0,,2024-06-08t11:00:00.000,2024-06-08t11:00:00.000,2024-06-08t11:00:00.000,2024-06-08t12:25:00.000,,,,30.0,,
arrival,unknown,nbo,hkjk,2024-06-08t11:00:00.000,hah,fmch,2024-06-08t13:30:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,385.0,2024-06-08t17:25:00.000,,,,,,,,,,
arrival,unknown,nbo,hkjk,2024-06-08t11:00:00.000,hah,fmch,2024-06-08t13:30:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,385.0,2024-06-08t17:25:00.000,,,,,,,,,,
arrival,unknown,dar,htda,2024-06-08t11:40:00.000,hah,fmch,2024-06-08t13:40:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-06-08t11:40:00.000,hah,fmch,2024-06-08t13:40:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-06-08t13:25:00.000,hah,fmch,2024-06-08t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,35.0,2024-06-08t13:43:00.000,2024-06-08t13:59:00.000,2024-06-08t13:59:00.000,2024-06-08t13:59:00.000,2024-06-08t15:06:00.000,2024-06-08t14:59:00.000,2024-06-08t14:59:00.000,2024-06-08t14:59:00.000,15.0,c5,
arrival,unknown,ajn,fmcv,2024-06-08t15:20:00.000,hah,fmch,2024-06-08t16:00:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
