type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.estimatedTime,arrival.baggage,arrival.gate,error
departure,unknown,vca,vvct,2024-01-02t18:30:00.000,,,,han,vvnb,2,2024-01-02t20:40:00.000,,,a1,a1,2462,a12462,a12462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,unknown,vca,vvct,2024-01-02t18:30:00.000,,,,han,vvnb,2,2024-01-02t20:40:00.000,,flexflight,w2,fxt,4462,w24462,fxt4462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,unknown,vca,vvct,2024-01-02t18:30:00.000,,,,han,vvnb,2,2024-01-02t20:40:00.000,,,h1,h1,4332,h14332,h14332,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,unknown,vca,vvct,2024-01-02t18:30:00.000,,,,han,vvnb,2,2024-01-02t20:40:00.000,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-02t18:40:00.000,2024-01-02t19:10:00.000,2024-01-02t19:10:00.000,2024-01-02t19:10:00.000,hph,vvci,,2024-01-02t20:45:00.000,2024-01-02t20:54:00.000,,a1,a1,2488,a12488,a12488,30.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,9.0,,,,
departure,active,vca,vvct,2024-01-02t18:40:00.000,2024-01-02t19:10:00.000,2024-01-02t19:10:00.000,2024-01-02t19:10:00.000,hph,vvci,,2024-01-02t20:45:00.000,2024-01-02t20:54:00.000,flexflight,w2,fxt,4488,w24488,fxt4488,30.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,9.0,,,,
departure,active,vca,vvct,2024-01-02t18:40:00.000,2024-01-02t19:10:00.000,2024-01-02t19:10:00.000,2024-01-02t19:10:00.000,hph,vvci,,2024-01-02t20:45:00.000,2024-01-02t20:54:00.000,,h1,h1,4388,h14388,h14388,30.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,9.0,,,,
departure,active,vca,vvct,2024-01-02t18:40:00.000,2024-01-02t19:10:00.000,2024-01-02t19:10:00.000,2024-01-02t19:10:00.000,hph,vvci,,2024-01-02t20:45:00.000,2024-01-02t20:54:00.000,vietjet air,vj,vjc,488,vj488,vjc488,30.0,,,,,,,,,,9.0,,,,
departure,active,vca,vvct,2024-01-02t19:50:00.000,2024-01-02t20:01:00.000,2024-01-02t20:01:00.000,2024-01-02t20:01:00.000,han,vvnb,t1,2024-01-02t22:15:00.000,2024-01-02t21:49:00.000,vietnam airlines,vn,hvn,1206,vn1206,hvn1206,11.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-02t20:45:00.000,,,,han,vvnb,t1,2024-01-02t22:50:00.000,,,a1,a1,2464,a12464,a12464,,vietjet air,vj,vjc,464,vj464,vjc464,,,,,,,,
departure,active,vca,vvct,2024-01-02t20:45:00.000,,,,han,vvnb,t1,2024-01-02t22:50:00.000,,flexflight,w2,fxt,4464,w24464,fxt4464,,vietjet air,vj,vjc,464,vj464,vjc464,,,,,,,,
departure,active,vca,vvct,2024-01-02t20:45:00.000,,,,han,vvnb,t1,2024-01-02t22:50:00.000,,,h1,h1,4289,h14289,h14289,,vietjet air,vj,vjc,464,vj464,vjc464,,,,,,,,
departure,active,vca,vvct,2024-01-02t20:45:00.000,,,,han,vvnb,t1,2024-01-02t22:50:00.000,,vietjet air,vj,vjc,464,vj464,vjc464,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-03t05:50:00.000,2024-01-03t06:03:00.000,2024-01-03t06:03:00.000,2024-01-03t06:03:00.000,han,vvnb,t1,2024-01-03t08:00:00.000,,,a1,a1,2466,a12466,a12466,14.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-03t05:50:00.000,2024-01-03t06:03:00.000,2024-01-03t06:03:00.000,2024-01-03t06:03:00.000,han,vvnb,t1,2024-01-03t08:00:00.000,,flexflight,w2,fxt,4466,w24466,fxt4466,14.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-03t05:50:00.000,2024-01-03t06:03:00.000,2024-01-03t06:03:00.000,2024-01-03t06:03:00.000,han,vvnb,t1,2024-01-03t08:00:00.000,,,h1,h1,4036,h14036,h14036,14.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-03t05:50:00.000,2024-01-03t06:03:00.000,2024-01-03t06:03:00.000,2024-01-03t06:03:00.000,han,vvnb,t1,2024-01-03t08:00:00.000,,vietjet air,vj,vjc,466,vj466,vjc466,14.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-03t10:00:00.000,2024-01-03t09:59:00.000,2024-01-03t09:59:00.000,2024-01-03t09:59:00.000,han,vvnb,t1,2024-01-03t12:20:00.000,2024-01-03t11:48:00.000,vietnam airlines,vn,hvn,1200,vn1200,hvn1200,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-03t11:35:00.000,2024-01-03t11:45:00.000,2024-01-03t11:45:00.000,2024-01-03t11:45:00.000,vii,vvvh,,2024-01-03t13:25:00.000,2024-01-03t13:17:00.000,,a1,a1,2480,a12480,a12480,10.0,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-01-03t11:35:00.000,2024-01-03t11:45:00.000,2024-01-03t11:45:00.000,2024-01-03t11:45:00.000,vii,vvvh,,2024-01-03t13:25:00.000,2024-01-03t13:17:00.000,flexflight,w2,fxt,4480,w24480,fxt4480,10.0,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-01-03t11:35:00.000,2024-01-03t11:45:00.000,2024-01-03t11:45:00.000,2024-01-03t11:45:00.000,vii,vvvh,,2024-01-03t13:25:00.000,2024-01-03t13:17:00.000,,h1,h1,4438,h14438,h14438,10.0,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-01-03t11:35:00.000,2024-01-03t11:45:00.000,2024-01-03t11:45:00.000,2024-01-03t11:45:00.000,vii,vvvh,,2024-01-03t13:25:00.000,2024-01-03t13:17:00.000,vietjet air,vj,vjc,480,vj480,vjc480,10.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-03t13:20:00.000,2024-01-03t13:21:00.000,2024-01-03t13:21:00.000,2024-01-03t13:21:00.000,dad,vvdn,1,2024-01-03t14:50:00.000,,vietnam airlines,vn,hvn,1440,vn1440,hvn1440,2.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-03t14:15:00.000,,,,han,vvnb,t1,2024-01-03t16:20:00.000,,vietnam airlines,vn,hvn,1202,vn1202,hvn1202,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-03t14:20:00.000,2024-01-03t14:18:00.000,2024-01-03t14:18:00.000,2024-01-03t14:18:00.000,vcs,vvcs,,2024-01-03t15:20:00.000,2024-01-03t14:49:00.000,vietnam airlines,vn,hvn,8070,vn8070,hvn8070,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-03t16:20:00.000,2024-01-03t16:42:00.000,2024-01-03t16:42:00.000,2024-01-03t16:42:00.000,han,vvnb,t1,2024-01-03t18:30:00.000,2024-01-03t18:33:00.000,,a1,a1,2468,a12468,a12468,23.0,vietjet air,vj,vjc,468,vj468,vjc468,,,,3.0,,,,
departure,active,vca,vvct,2024-01-03t16:20:00.000,2024-01-03t16:42:00.000,2024-01-03t16:42:00.000,2024-01-03t16:42:00.000,han,vvnb,t1,2024-01-03t18:30:00.000,2024-01-03t18:33:00.000,flexflight,w2,fxt,4468,w24468,fxt4468,23.0,vietjet air,vj,vjc,468,vj468,vjc468,,,,3.0,,,,
departure,active,vca,vvct,2024-01-03t16:20:00.000,2024-01-03t16:42:00.000,2024-01-03t16:42:00.000,2024-01-03t16:42:00.000,han,vvnb,t1,2024-01-03t18:30:00.000,2024-01-03t18:33:00.000,,h1,h1,4140,h14140,h14140,23.0,vietjet air,vj,vjc,468,vj468,vjc468,,,,3.0,,,,
departure,active,vca,vvct,2024-01-03t16:20:00.000,2024-01-03t16:42:00.000,2024-01-03t16:42:00.000,2024-01-03t16:42:00.000,han,vvnb,t1,2024-01-03t18:30:00.000,2024-01-03t18:33:00.000,vietjet air,vj,vjc,468,vj468,vjc468,23.0,,,,,,,,,,3.0,,,,
departure,active,vca,vvct,2024-01-03t18:30:00.000,,,,han,vvnb,2,2024-01-03t20:40:00.000,,,a1,a1,2462,a12462,a12462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-03t18:30:00.000,,,,han,vvnb,2,2024-01-03t20:40:00.000,,flexflight,w2,fxt,4462,w24462,fxt4462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-03t18:30:00.000,,,,han,vvnb,2,2024-01-03t20:40:00.000,,,h1,h1,4332,h14332,h14332,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-03t18:30:00.000,,,,han,vvnb,2,2024-01-03t20:40:00.000,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-03t19:50:00.000,2024-01-03t19:58:00.000,2024-01-03t19:58:00.000,2024-01-03t19:58:00.000,han,vvnb,t1,2024-01-03t22:15:00.000,2024-01-03t21:49:00.000,vietnam airlines,vn,hvn,1206,vn1206,hvn1206,8.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t05:50:00.000,2024-01-04t06:00:00.000,2024-01-04t06:00:00.000,2024-01-04t06:00:00.000,han,vvnb,t1,2024-01-04t08:00:00.000,2024-01-04t07:51:00.000,,a1,a1,2466,a12466,a12466,11.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-04t05:50:00.000,2024-01-04t06:00:00.000,2024-01-04t06:00:00.000,2024-01-04t06:00:00.000,han,vvnb,t1,2024-01-04t08:00:00.000,2024-01-04t07:51:00.000,flexflight,w2,fxt,4466,w24466,fxt4466,11.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-04t05:50:00.000,2024-01-04t06:00:00.000,2024-01-04t06:00:00.000,2024-01-04t06:00:00.000,han,vvnb,t1,2024-01-04t08:00:00.000,2024-01-04t07:51:00.000,,h1,h1,4036,h14036,h14036,11.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-04t05:50:00.000,2024-01-04t06:00:00.000,2024-01-04t06:00:00.000,2024-01-04t06:00:00.000,han,vvnb,t1,2024-01-04t08:00:00.000,2024-01-04t07:51:00.000,vietjet air,vj,vjc,466,vj466,vjc466,11.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t11:35:00.000,2024-01-04t11:44:00.000,2024-01-04t11:44:00.000,2024-01-04t11:44:00.000,dad,vvdn,2,2024-01-04t13:05:00.000,2024-01-04t12:49:00.000,,a1,a1,2702,a12702,a12702,9.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-01-04t11:35:00.000,2024-01-04t11:44:00.000,2024-01-04t11:44:00.000,2024-01-04t11:44:00.000,dad,vvdn,2,2024-01-04t13:05:00.000,2024-01-04t12:49:00.000,flexflight,w2,fxt,4702,w24702,fxt4702,9.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-01-04t11:35:00.000,2024-01-04t11:44:00.000,2024-01-04t11:44:00.000,2024-01-04t11:44:00.000,dad,vvdn,2,2024-01-04t13:05:00.000,2024-01-04t12:49:00.000,,h1,h1,4348,h14348,h14348,9.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-01-04t11:35:00.000,2024-01-04t11:44:00.000,2024-01-04t11:44:00.000,2024-01-04t11:44:00.000,dad,vvdn,2,2024-01-04t13:05:00.000,2024-01-04t12:49:00.000,vietjet air,vj,vjc,702,vj702,vjc702,9.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t13:20:00.000,,,,dad,vvdn,1,2024-01-04t14:50:00.000,,vietnam airlines,vn,hvn,1440,vn1440,hvn1440,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t14:15:00.000,2024-01-04t14:16:00.000,2024-01-04t14:16:00.000,2024-01-04t14:16:00.000,han,vvnb,t1,2024-01-04t16:20:00.000,,vietnam airlines,vn,hvn,1202,vn1202,hvn1202,1.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t14:20:00.000,2024-01-04t14:21:00.000,2024-01-04t14:21:00.000,2024-01-04t14:21:00.000,vcs,vvcs,,2024-01-04t15:20:00.000,,vasco,0v,vfc,8070,0v8070,vfc8070,1.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t17:05:00.000,2024-01-04t17:01:00.000,2024-01-04t17:01:00.000,2024-01-04t17:01:00.000,icn,rksi,1,2024-01-05t00:10:00.000,2024-01-04t23:45:00.000,,a1,a1,2954,a12954,a12954,,vietjet air,vj,vjc,954,vj954,vjc954,,,,,,,,
departure,active,vca,vvct,2024-01-04t17:05:00.000,2024-01-04t17:01:00.000,2024-01-04t17:01:00.000,2024-01-04t17:01:00.000,icn,rksi,1,2024-01-05t00:10:00.000,2024-01-04t23:45:00.000,flexflight,w2,fxt,4954,w24954,fxt4954,,vietjet air,vj,vjc,954,vj954,vjc954,,,,,,,,
departure,active,vca,vvct,2024-01-04t17:05:00.000,2024-01-04t17:01:00.000,2024-01-04t17:01:00.000,2024-01-04t17:01:00.000,icn,rksi,1,2024-01-05t00:10:00.000,2024-01-04t23:45:00.000,,h1,h1,4533,h14533,h14533,,vietjet air,vj,vjc,954,vj954,vjc954,,,,,,,,
departure,active,vca,vvct,2024-01-04t17:05:00.000,2024-01-04t17:01:00.000,2024-01-04t17:01:00.000,2024-01-04t17:01:00.000,icn,rksi,1,2024-01-05t00:10:00.000,2024-01-04t23:45:00.000,vietjet air,vj,vjc,954,vj954,vjc954,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t18:30:00.000,,,,han,vvnb,t1,2024-01-04t20:40:00.000,,,a1,a1,2462,a12462,a12462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-04t18:30:00.000,,,,han,vvnb,t1,2024-01-04t20:40:00.000,,flexflight,w2,fxt,4462,w24462,fxt4462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-04t18:30:00.000,,,,han,vvnb,t1,2024-01-04t20:40:00.000,,,h1,h1,4332,h14332,h14332,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-04t18:30:00.000,,,,han,vvnb,t1,2024-01-04t20:40:00.000,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t18:40:00.000,,,,hph,vvci,,2024-01-04t20:45:00.000,,,a1,a1,2488,a12488,a12488,,vietjet air,vj,vjc,488,vj488,vjc488,,,,,,,,
departure,active,vca,vvct,2024-01-04t18:40:00.000,,,,hph,vvci,,2024-01-04t20:45:00.000,,flexflight,w2,fxt,4488,w24488,fxt4488,,vietjet air,vj,vjc,488,vj488,vjc488,,,,,,,,
departure,active,vca,vvct,2024-01-04t18:40:00.000,,,,hph,vvci,,2024-01-04t20:45:00.000,,,h1,h1,4388,h14388,h14388,,vietjet air,vj,vjc,488,vj488,vjc488,,,,,,,,
departure,active,vca,vvct,2024-01-04t18:40:00.000,,,,hph,vvci,,2024-01-04t20:45:00.000,,vietjet air,vj,vjc,488,vj488,vjc488,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t19:50:00.000,2024-01-04t20:04:00.000,2024-01-04t20:04:00.000,2024-01-04t20:04:00.000,han,vvnb,t1,2024-01-04t22:15:00.000,2024-01-04t21:51:00.000,vietnam airlines,vn,hvn,1206,vn1206,hvn1206,15.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-04t20:45:00.000,2024-01-04t21:03:00.000,2024-01-04t21:03:00.000,2024-01-04t21:03:00.000,han,vvnb,t1,2024-01-04t22:50:00.000,2024-01-04t22:53:00.000,,a1,a1,2464,a12464,a12464,19.0,vietjet air,vj,vjc,464,vj464,vjc464,,,,4.0,,,,
departure,active,vca,vvct,2024-01-04t20:45:00.000,2024-01-04t21:03:00.000,2024-01-04t21:03:00.000,2024-01-04t21:03:00.000,han,vvnb,t1,2024-01-04t22:50:00.000,2024-01-04t22:53:00.000,flexflight,w2,fxt,4464,w24464,fxt4464,19.0,vietjet air,vj,vjc,464,vj464,vjc464,,,,4.0,,,,
departure,active,vca,vvct,2024-01-04t20:45:00.000,2024-01-04t21:03:00.000,2024-01-04t21:03:00.000,2024-01-04t21:03:00.000,han,vvnb,t1,2024-01-04t22:50:00.000,2024-01-04t22:53:00.000,,h1,h1,4289,h14289,h14289,19.0,vietjet air,vj,vjc,464,vj464,vjc464,,,,4.0,,,,
departure,active,vca,vvct,2024-01-04t20:45:00.000,2024-01-04t21:03:00.000,2024-01-04t21:03:00.000,2024-01-04t21:03:00.000,han,vvnb,t1,2024-01-04t22:50:00.000,2024-01-04t22:53:00.000,vietjet air,vj,vjc,464,vj464,vjc464,19.0,,,,,,,,,,4.0,,,,
departure,active,vca,vvct,2024-01-05t05:50:00.000,2024-01-05t06:04:00.000,2024-01-05t06:04:00.000,2024-01-05t06:04:00.000,han,vvnb,t1,2024-01-05t08:00:00.000,2024-01-05t07:53:00.000,,a1,a1,2466,a12466,a12466,15.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-05t05:50:00.000,2024-01-05t06:04:00.000,2024-01-05t06:04:00.000,2024-01-05t06:04:00.000,han,vvnb,t1,2024-01-05t08:00:00.000,2024-01-05t07:53:00.000,flexflight,w2,fxt,4466,w24466,fxt4466,15.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-05t05:50:00.000,2024-01-05t06:04:00.000,2024-01-05t06:04:00.000,2024-01-05t06:04:00.000,han,vvnb,t1,2024-01-05t08:00:00.000,2024-01-05t07:53:00.000,,h1,h1,4036,h14036,h14036,15.0,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-05t05:50:00.000,2024-01-05t06:04:00.000,2024-01-05t06:04:00.000,2024-01-05t06:04:00.000,han,vvnb,t1,2024-01-05t08:00:00.000,2024-01-05t07:53:00.000,vietjet air,vj,vjc,466,vj466,vjc466,15.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-05t10:00:00.000,2024-01-05t10:03:00.000,2024-01-05t10:03:00.000,2024-01-05t10:03:00.000,han,vvnb,t1,2024-01-05t12:20:00.000,2024-01-05t11:54:00.000,vietnam airlines,vn,hvn,1200,vn1200,hvn1200,4.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-05t11:35:00.000,2024-01-05t11:33:00.000,2024-01-05t11:33:00.000,2024-01-05t11:33:00.000,vii,vvvh,,2024-01-05t13:25:00.000,2024-01-05t13:04:00.000,,a1,a1,2480,a12480,a12480,,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-01-05t11:35:00.000,2024-01-05t11:33:00.000,2024-01-05t11:33:00.000,2024-01-05t11:33:00.000,vii,vvvh,,2024-01-05t13:25:00.000,2024-01-05t13:04:00.000,flexflight,w2,fxt,4480,w24480,fxt4480,,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-01-05t11:35:00.000,2024-01-05t11:33:00.000,2024-01-05t11:33:00.000,2024-01-05t11:33:00.000,vii,vvvh,,2024-01-05t13:25:00.000,2024-01-05t13:04:00.000,,h1,h1,4438,h14438,h14438,,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-01-05t11:35:00.000,2024-01-05t11:33:00.000,2024-01-05t11:33:00.000,2024-01-05t11:33:00.000,vii,vvvh,,2024-01-05t13:25:00.000,2024-01-05t13:04:00.000,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-05t13:20:00.000,2024-01-05t13:58:00.000,2024-01-05t13:58:00.000,2024-01-05t13:58:00.000,dad,vvdn,1,2024-01-05t14:50:00.000,2024-01-05t15:04:00.000,vietnam airlines,vn,hvn,1440,vn1440,hvn1440,38.0,,,,,,,,,,14.0,,,,
departure,active,vca,vvct,2024-01-05t14:15:00.000,2024-01-05t14:21:00.000,2024-01-05t14:21:00.000,2024-01-05t14:21:00.000,han,vvnb,t1,2024-01-05t16:20:00.000,2024-01-05t16:12:00.000,vietnam airlines,vn,hvn,1202,vn1202,hvn1202,7.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-05t16:20:00.000,,,,han,vvnb,t1,2024-01-05t18:30:00.000,,,a1,a1,2468,a12468,a12468,,vietjet air,vj,vjc,468,vj468,vjc468,,,,,,,,
departure,active,vca,vvct,2024-01-05t16:20:00.000,,,,han,vvnb,t1,2024-01-05t18:30:00.000,,flexflight,w2,fxt,4468,w24468,fxt4468,,vietjet air,vj,vjc,468,vj468,vjc468,,,,,,,,
departure,active,vca,vvct,2024-01-05t16:20:00.000,,,,han,vvnb,t1,2024-01-05t18:30:00.000,,,h1,h1,4140,h14140,h14140,,vietjet air,vj,vjc,468,vj468,vjc468,,,,,,,,
departure,active,vca,vvct,2024-01-05t16:20:00.000,,,,han,vvnb,t1,2024-01-05t18:30:00.000,,vietjet air,vj,vjc,468,vj468,vjc468,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-05t18:30:00.000,,,,han,vvnb,t1,2024-01-05t20:40:00.000,,,a1,a1,2462,a12462,a12462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-05t18:30:00.000,,,,han,vvnb,t1,2024-01-05t20:40:00.000,,flexflight,w2,fxt,4462,w24462,fxt4462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-05t18:30:00.000,,,,han,vvnb,t1,2024-01-05t20:40:00.000,,,h1,h1,4332,h14332,h14332,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-01-05t18:30:00.000,,,,han,vvnb,t1,2024-01-05t20:40:00.000,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-05t19:50:00.000,2024-01-05t20:01:00.000,2024-01-05t20:01:00.000,2024-01-05t20:01:00.000,han,vvnb,t1,2024-01-05t22:15:00.000,2024-01-05t21:51:00.000,vietnam airlines,vn,hvn,1206,vn1206,hvn1206,11.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-06t05:50:00.000,2024-01-06t05:48:00.000,2024-01-06t05:48:00.000,2024-01-06t05:48:00.000,han,vvnb,t1,2024-01-06t08:00:00.000,2024-01-06t07:38:00.000,,a1,a1,2466,a12466,a12466,,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-06t05:50:00.000,2024-01-06t05:48:00.000,2024-01-06t05:48:00.000,2024-01-06t05:48:00.000,han,vvnb,t1,2024-01-06t08:00:00.000,2024-01-06t07:38:00.000,flexflight,w2,fxt,4466,w24466,fxt4466,,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-06t05:50:00.000,2024-01-06t05:48:00.000,2024-01-06t05:48:00.000,2024-01-06t05:48:00.000,han,vvnb,t1,2024-01-06t08:00:00.000,2024-01-06t07:38:00.000,,h1,h1,4036,h14036,h14036,,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,
departure,active,vca,vvct,2024-01-06t05:50:00.000,2024-01-06t05:48:00.000,2024-01-06t05:48:00.000,2024-01-06t05:48:00.000,han,vvnb,t1,2024-01-06t08:00:00.000,2024-01-06t07:38:00.000,vietjet air,vj,vjc,466,vj466,vjc466,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-06t11:35:00.000,2024-01-06t11:41:00.000,2024-01-06t11:41:00.000,2024-01-06t11:41:00.000,dad,vvdn,2,2024-01-06t13:05:00.000,2024-01-06t12:50:00.000,,a1,a1,2702,a12702,a12702,6.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-01-06t11:35:00.000,2024-01-06t11:41:00.000,2024-01-06t11:41:00.000,2024-01-06t11:41:00.000,dad,vvdn,2,2024-01-06t13:05:00.000,2024-01-06t12:50:00.000,flexflight,w2,fxt,4702,w24702,fxt4702,6.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-01-06t11:35:00.000,2024-01-06t11:41:00.000,2024-01-06t11:41:00.000,2024-01-06t11:41:00.000,dad,vvdn,2,2024-01-06t13:05:00.000,2024-01-06t12:50:00.000,,h1,h1,4348,h14348,h14348,6.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-01-06t11:35:00.000,2024-01-06t11:41:00.000,2024-01-06t11:41:00.000,2024-01-06t11:41:00.000,dad,vvdn,2,2024-01-06t13:05:00.000,2024-01-06t12:50:00.000,vietjet air,vj,vjc,702,vj702,vjc702,6.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-06t13:20:00.000,,,,dad,vvdn,1,2024-01-06t14:50:00.000,,vietnam airlines,vn,hvn,1440,vn1440,hvn1440,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-06t14:15:00.000,,,,han,vvnb,t1,2024-01-06t16:20:00.000,,vietnam airlines,vn,hvn,1202,vn1202,hvn1202,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-06t14:20:00.000,2024-01-06t14:20:00.000,2024-01-06t14:20:00.000,2024-01-06t14:20:00.000,vcs,vvcs,,2024-01-06t15:20:00.000,,vasco,0v,vfc,8070,0v8070,vfc8070,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-01-06t17:05:00.000,,,,icn,rksi,1,2024-01-07t00:10:00.000,,,a1,a1,2954,a12954,a12954,,vietjet air,vj,vjc,954,vj954,vjc954,,,,,,,,
departure,active,vca,vvct,2024-01-06t17:05:00.000,,,,icn,rksi,1,2024-01-07t00:10:00.000,,flexflight,w2,fxt,4954,w24954,fxt4954,,vietjet air,vj,vjc,954,vj954,vjc954,,,,,,,,
departure,active,vca,vvct,2024-01-06t17:05:00.000,,,,icn,rksi,1,2024-01-07t00:10:00.000,,,h1,h1,4533,h14533,h14533,,vietjet air,vj,vjc,954,vj954,vjc954,,,,,,,,
departure,active,vca,vvct,2024-01-06t17:05:00.000,,,,icn,rksi,1,2024-01-07t00:10:00.000,,vietjet air,vj,vjc,954,vj954,vjc954,,,,,,,,,,,,,,,
