type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.delay,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay,departure.estimatedTime,departure.gate,error
arrival,unknown,han,vvnb,t1,,2024-01-27t08:45:00.000,,,,vca,vvct,2024-01-27t10:50:00.000,,,,,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,unknown,han,vvnb,t1,,2024-01-27t08:45:00.000,,,,vca,vvct,2024-01-27t10:50:00.000,,,,,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,,,,
arrival,unknown,dad,vvdn,1,,2024-01-27t11:00:00.000,,,,vca,vvct,2024-01-27t12:40:00.000,,,,,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,,,,
arrival,landed,han,vvnb,t1,18.0,2024-01-27t11:15:00.000,2024-01-27t11:32:00.000,2024-01-27t11:32:00.000,2024-01-27t11:32:00.000,vca,vvct,2024-01-27t13:30:00.000,,2024-01-27t13:25:00.000,2024-01-27t13:25:00.000,2024-01-27t13:25:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,vcs,vvcs,,,2024-01-27t12:50:00.000,2024-01-27t12:48:00.000,2024-01-27t12:48:00.000,2024-01-27t12:48:00.000,vca,vvct,2024-01-27t13:50:00.000,,2024-01-27t13:37:00.000,2024-01-27t13:37:00.000,2024-01-27t13:37:00.000,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,landed,hph,vvci,,8.0,2024-01-27t16:00:00.000,2024-01-27t16:07:00.000,2024-01-27t16:07:00.000,2024-01-27t16:07:00.000,vca,vvct,2024-01-27t18:05:00.000,2024-01-27t17:54:00.000,2024-01-27t17:59:00.000,2024-01-27t17:59:00.000,2024-01-27t17:59:00.000,,a1,a1,2489,a12489,a12489,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,8.0,2024-01-27t16:00:00.000,2024-01-27t16:07:00.000,2024-01-27t16:07:00.000,2024-01-27t16:07:00.000,vca,vvct,2024-01-27t18:05:00.000,2024-01-27t17:54:00.000,2024-01-27t17:59:00.000,2024-01-27t17:59:00.000,2024-01-27t17:59:00.000,flexflight,w2,fxt,4489,w24489,fxt4489,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,8.0,2024-01-27t16:00:00.000,2024-01-27t16:07:00.000,2024-01-27t16:07:00.000,2024-01-27t16:07:00.000,vca,vvct,2024-01-27t18:05:00.000,2024-01-27t17:54:00.000,2024-01-27t17:59:00.000,2024-01-27t17:59:00.000,2024-01-27t17:59:00.000,,h1,h1,4541,h14541,h14541,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,8.0,2024-01-27t16:00:00.000,2024-01-27t16:07:00.000,2024-01-27t16:07:00.000,2024-01-27t16:07:00.000,vca,vvct,2024-01-27t18:05:00.000,2024-01-27t17:54:00.000,2024-01-27t17:59:00.000,2024-01-27t17:59:00.000,2024-01-27t17:59:00.000,vietjet air,vj,vjc,489,vj489,vjc489,,,,,,,,,,
arrival,unknown,han,vvnb,1,,2024-01-27t16:45:00.000,,,,vca,vvct,2024-01-27t19:05:00.000,,,,,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,,,
arrival,landed,han,vvnb,t1,61.0,2024-01-27t18:05:00.000,2024-01-27t19:05:00.000,2024-01-27t19:05:00.000,2024-01-27t19:05:00.000,vca,vvct,2024-01-27t20:10:00.000,2024-01-27t20:58:00.000,,,,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,48.0,2024-01-27t18:05:00.000,,
arrival,landed,han,vvnb,t1,61.0,2024-01-27t18:05:00.000,2024-01-27t19:05:00.000,2024-01-27t19:05:00.000,2024-01-27t19:05:00.000,vca,vvct,2024-01-27t20:10:00.000,2024-01-27t20:58:00.000,,,,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,48.0,2024-01-27t18:05:00.000,,
arrival,landed,han,vvnb,t1,61.0,2024-01-27t18:05:00.000,2024-01-27t19:05:00.000,2024-01-27t19:05:00.000,2024-01-27t19:05:00.000,vca,vvct,2024-01-27t20:10:00.000,2024-01-27t20:58:00.000,,,,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,48.0,2024-01-27t18:05:00.000,,
arrival,landed,han,vvnb,t1,61.0,2024-01-27t18:05:00.000,2024-01-27t19:05:00.000,2024-01-27t19:05:00.000,2024-01-27t19:05:00.000,vca,vvct,2024-01-27t20:10:00.000,2024-01-27t20:58:00.000,,,,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,48.0,2024-01-27t18:05:00.000,,
arrival,landed,icn,rksi,1,8.0,2024-01-28t01:10:00.000,2024-01-28t01:17:00.000,2024-01-28t01:17:00.000,2024-01-28t01:17:00.000,vca,vvct,2024-01-28t05:00:00.000,2024-01-28t05:00:00.000,2024-01-28t05:01:00.000,2024-01-28t05:01:00.000,2024-01-28t05:01:00.000,,a1,a1,2955,a12955,a12955,vietjet air,vj,vjc,955,vj955,vjc955,2.0,2024-01-28t01:10:00.000,114,
arrival,landed,icn,rksi,1,8.0,2024-01-28t01:10:00.000,2024-01-28t01:17:00.000,2024-01-28t01:17:00.000,2024-01-28t01:17:00.000,vca,vvct,2024-01-28t05:00:00.000,2024-01-28t05:00:00.000,2024-01-28t05:01:00.000,2024-01-28t05:01:00.000,2024-01-28t05:01:00.000,flexflight,w2,fxt,4955,w24955,fxt4955,vietjet air,vj,vjc,955,vj955,vjc955,2.0,2024-01-28t01:10:00.000,114,
arrival,landed,icn,rksi,1,8.0,2024-01-28t01:10:00.000,2024-01-28t01:17:00.000,2024-01-28t01:17:00.000,2024-01-28t01:17:00.000,vca,vvct,2024-01-28t05:00:00.000,2024-01-28t05:00:00.000,2024-01-28t05:01:00.000,2024-01-28t05:01:00.000,2024-01-28t05:01:00.000,,h1,h1,4535,h14535,h14535,vietjet air,vj,vjc,955,vj955,vjc955,2.0,2024-01-28t01:10:00.000,114,
arrival,landed,icn,rksi,1,8.0,2024-01-28t01:10:00.000,2024-01-28t01:17:00.000,2024-01-28t01:17:00.000,2024-01-28t01:17:00.000,vca,vvct,2024-01-28t05:00:00.000,2024-01-28t05:00:00.000,2024-01-28t05:01:00.000,2024-01-28t05:01:00.000,2024-01-28t05:01:00.000,vietjet air,vj,vjc,955,vj955,vjc955,,,,,,,2.0,2024-01-28t01:10:00.000,114,
arrival,landed,han,vvnb,t1,10.0,2024-01-28t06:35:00.000,2024-01-28t06:44:00.000,2024-01-28t06:44:00.000,2024-01-28t06:44:00.000,vca,vvct,2024-01-28t08:55:00.000,2024-01-28t08:41:00.000,2024-01-28t08:41:00.000,2024-01-28t08:41:00.000,2024-01-28t08:41:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,,,
arrival,landed,vii,vvvh,,12.0,2024-01-28t08:50:00.000,2024-01-28t09:02:00.000,2024-01-28t09:02:00.000,2024-01-28t09:02:00.000,vca,vvct,2024-01-28t10:40:00.000,2024-01-28t10:46:00.000,2024-01-28t10:42:00.000,2024-01-28t10:42:00.000,2024-01-28t10:42:00.000,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,2.0,,,
arrival,landed,vii,vvvh,,12.0,2024-01-28t08:50:00.000,2024-01-28t09:02:00.000,2024-01-28t09:02:00.000,2024-01-28t09:02:00.000,vca,vvct,2024-01-28t10:40:00.000,2024-01-28t10:46:00.000,2024-01-28t10:42:00.000,2024-01-28t10:42:00.000,2024-01-28t10:42:00.000,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,2.0,,,
arrival,landed,vii,vvvh,,12.0,2024-01-28t08:50:00.000,2024-01-28t09:02:00.000,2024-01-28t09:02:00.000,2024-01-28t09:02:00.000,vca,vvct,2024-01-28t10:40:00.000,2024-01-28t10:46:00.000,2024-01-28t10:42:00.000,2024-01-28t10:42:00.000,2024-01-28t10:42:00.000,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,2.0,,,
arrival,landed,vii,vvvh,,12.0,2024-01-28t08:50:00.000,2024-01-28t09:02:00.000,2024-01-28t09:02:00.000,2024-01-28t09:02:00.000,vca,vvct,2024-01-28t10:40:00.000,2024-01-28t10:46:00.000,2024-01-28t10:42:00.000,2024-01-28t10:42:00.000,2024-01-28t10:42:00.000,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,2.0,,,
arrival,landed,han,vvnb,t1,11.0,2024-01-28t08:45:00.000,2024-01-28t08:55:00.000,2024-01-28t08:55:00.000,2024-01-28t08:55:00.000,vca,vvct,2024-01-28t10:50:00.000,2024-01-28t10:50:00.000,2024-01-28t10:53:00.000,2024-01-28t10:53:00.000,2024-01-28t10:53:00.000,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,4.0,,,
arrival,landed,han,vvnb,t1,11.0,2024-01-28t08:45:00.000,2024-01-28t08:55:00.000,2024-01-28t08:55:00.000,2024-01-28t08:55:00.000,vca,vvct,2024-01-28t10:50:00.000,2024-01-28t10:50:00.000,2024-01-28t10:53:00.000,2024-01-28t10:53:00.000,2024-01-28t10:53:00.000,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,4.0,,,
arrival,landed,han,vvnb,t1,11.0,2024-01-28t08:45:00.000,2024-01-28t08:55:00.000,2024-01-28t08:55:00.000,2024-01-28t08:55:00.000,vca,vvct,2024-01-28t10:50:00.000,2024-01-28t10:50:00.000,2024-01-28t10:53:00.000,2024-01-28t10:53:00.000,2024-01-28t10:53:00.000,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,4.0,,,
arrival,landed,han,vvnb,t1,11.0,2024-01-28t08:45:00.000,2024-01-28t08:55:00.000,2024-01-28t08:55:00.000,2024-01-28t08:55:00.000,vca,vvct,2024-01-28t10:50:00.000,2024-01-28t10:50:00.000,2024-01-28t10:53:00.000,2024-01-28t10:53:00.000,2024-01-28t10:53:00.000,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,4.0,,,
arrival,landed,han,vvnb,t1,12.0,2024-01-28t11:15:00.000,2024-01-28t11:26:00.000,2024-01-28t11:26:00.000,2024-01-28t11:26:00.000,vca,vvct,2024-01-28t13:30:00.000,2024-01-28t13:25:00.000,2024-01-28t13:24:00.000,2024-01-28t13:24:00.000,2024-01-28t13:24:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,dad,vvdn,2,62.0,2024-01-28t13:45:00.000,2024-01-28t14:46:00.000,2024-01-28t14:46:00.000,2024-01-28t14:46:00.000,vca,vvct,2024-01-28t15:15:00.000,2024-01-28t15:59:00.000,,,,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,45.0,,,
arrival,landed,dad,vvdn,2,62.0,2024-01-28t13:45:00.000,2024-01-28t14:46:00.000,2024-01-28t14:46:00.000,2024-01-28t14:46:00.000,vca,vvct,2024-01-28t15:15:00.000,2024-01-28t15:59:00.000,,,,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,45.0,,,
arrival,landed,dad,vvdn,2,62.0,2024-01-28t13:45:00.000,2024-01-28t14:46:00.000,2024-01-28t14:46:00.000,2024-01-28t14:46:00.000,vca,vvct,2024-01-28t15:15:00.000,2024-01-28t15:59:00.000,,,,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,45.0,,,
arrival,landed,dad,vvdn,2,62.0,2024-01-28t13:45:00.000,2024-01-28t14:46:00.000,2024-01-28t14:46:00.000,2024-01-28t14:46:00.000,vca,vvct,2024-01-28t15:15:00.000,2024-01-28t15:59:00.000,,,,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,45.0,,,
arrival,landed,han,vvnb,t1,42.0,2024-01-28t15:45:00.000,2024-01-28t16:27:00.000,2024-01-28t16:27:00.000,2024-01-28t16:27:00.000,vca,vvct,2024-01-28t17:55:00.000,2024-01-28t18:20:00.000,2024-01-28t18:25:00.000,2024-01-28t18:25:00.000,2024-01-28t18:25:00.000,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,31.0,,,
arrival,landed,han,vvnb,t1,42.0,2024-01-28t15:45:00.000,2024-01-28t16:27:00.000,2024-01-28t16:27:00.000,2024-01-28t16:27:00.000,vca,vvct,2024-01-28t17:55:00.000,2024-01-28t18:20:00.000,2024-01-28t18:25:00.000,2024-01-28t18:25:00.000,2024-01-28t18:25:00.000,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,31.0,,,
arrival,landed,han,vvnb,t1,42.0,2024-01-28t15:45:00.000,2024-01-28t16:27:00.000,2024-01-28t16:27:00.000,2024-01-28t16:27:00.000,vca,vvct,2024-01-28t17:55:00.000,2024-01-28t18:20:00.000,2024-01-28t18:25:00.000,2024-01-28t18:25:00.000,2024-01-28t18:25:00.000,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,31.0,,,
arrival,landed,han,vvnb,t1,42.0,2024-01-28t15:45:00.000,2024-01-28t16:27:00.000,2024-01-28t16:27:00.000,2024-01-28t16:27:00.000,vca,vvct,2024-01-28t17:55:00.000,2024-01-28t18:20:00.000,2024-01-28t18:25:00.000,2024-01-28t18:25:00.000,2024-01-28t18:25:00.000,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,31.0,,,
arrival,landed,han,vvnb,t1,12.0,2024-01-28t16:45:00.000,2024-01-28t16:57:00.000,2024-01-28t16:57:00.000,2024-01-28t16:57:00.000,vca,vvct,2024-01-28t19:05:00.000,2024-01-28t18:58:00.000,2024-01-28t18:54:00.000,2024-01-28t18:54:00.000,2024-01-28t18:54:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,2024-01-28t16:45:00.000,,
arrival,landed,han,vvnb,t1,62.0,2024-01-28t19:05:00.000,2024-01-28t20:07:00.000,2024-01-28t20:07:00.000,2024-01-28t20:07:00.000,vca,vvct,2024-01-28t21:10:00.000,2024-01-28t22:08:00.000,,,,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,58.0,,,
arrival,landed,han,vvnb,t1,62.0,2024-01-28t19:05:00.000,2024-01-28t20:07:00.000,2024-01-28t20:07:00.000,2024-01-28t20:07:00.000,vca,vvct,2024-01-28t21:10:00.000,2024-01-28t22:08:00.000,,,,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,58.0,,,
arrival,landed,han,vvnb,t1,62.0,2024-01-28t19:05:00.000,2024-01-28t20:07:00.000,2024-01-28t20:07:00.000,2024-01-28t20:07:00.000,vca,vvct,2024-01-28t21:10:00.000,2024-01-28t22:08:00.000,,,,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,58.0,,,
arrival,landed,han,vvnb,t1,62.0,2024-01-28t19:05:00.000,2024-01-28t20:07:00.000,2024-01-28t20:07:00.000,2024-01-28t20:07:00.000,vca,vvct,2024-01-28t21:10:00.000,2024-01-28t22:08:00.000,,,,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,58.0,,,
arrival,landed,tpe,rctp,1,40.0,2024-01-28t20:00:00.000,2024-01-28t20:39:00.000,2024-01-28t20:39:00.000,2024-01-28t20:39:00.000,vca,vvct,2024-01-28t22:45:00.000,2024-01-28t23:06:00.000,2024-01-28t23:00:00.000,2024-01-28t23:00:00.000,2024-01-28t23:00:00.000,,h1,h1,5182,h15182,h15182,vietjet air,vj,vjc,867,vj867,vjc867,16.0,2024-01-28t20:00:00.000,b2,
arrival,landed,tpe,rctp,1,40.0,2024-01-28t20:00:00.000,2024-01-28t20:39:00.000,2024-01-28t20:39:00.000,2024-01-28t20:39:00.000,vca,vvct,2024-01-28t22:45:00.000,2024-01-28t23:06:00.000,2024-01-28t23:00:00.000,2024-01-28t23:00:00.000,2024-01-28t23:00:00.000,,a1,a1,2867,a12867,a12867,vietjet air,vj,vjc,867,vj867,vjc867,16.0,2024-01-28t20:00:00.000,b2,
arrival,landed,tpe,rctp,1,40.0,2024-01-28t20:00:00.000,2024-01-28t20:39:00.000,2024-01-28t20:39:00.000,2024-01-28t20:39:00.000,vca,vvct,2024-01-28t22:45:00.000,2024-01-28t23:06:00.000,2024-01-28t23:00:00.000,2024-01-28t23:00:00.000,2024-01-28t23:00:00.000,flexflight,w2,fxt,4867,w24867,fxt4867,vietjet air,vj,vjc,867,vj867,vjc867,16.0,2024-01-28t20:00:00.000,b2,
arrival,landed,tpe,rctp,1,40.0,2024-01-28t20:00:00.000,2024-01-28t20:39:00.000,2024-01-28t20:39:00.000,2024-01-28t20:39:00.000,vca,vvct,2024-01-28t22:45:00.000,2024-01-28t23:06:00.000,2024-01-28t23:00:00.000,2024-01-28t23:00:00.000,2024-01-28t23:00:00.000,vietjet air,vj,vjc,867,vj867,vjc867,,,,,,,16.0,2024-01-28t20:00:00.000,b2,
arrival,landed,han,vvnb,t1,17.0,2024-01-29t06:35:00.000,2024-01-29t06:51:00.000,2024-01-29t06:51:00.000,2024-01-29t06:51:00.000,vca,vvct,2024-01-29t08:55:00.000,2024-01-29t08:40:00.000,2024-01-29t08:35:00.000,2024-01-29t08:35:00.000,2024-01-29t08:35:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,,,
arrival,landed,vii,vvvh,,5.0,2024-01-29t08:50:00.000,2024-01-29t08:55:00.000,2024-01-29t08:55:00.000,2024-01-29t08:55:00.000,vca,vvct,2024-01-29t10:40:00.000,2024-01-29t10:26:00.000,2024-01-29t10:32:00.000,2024-01-29t10:32:00.000,2024-01-29t10:32:00.000,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,5.0,2024-01-29t08:50:00.000,2024-01-29t08:55:00.000,2024-01-29t08:55:00.000,2024-01-29t08:55:00.000,vca,vvct,2024-01-29t10:40:00.000,2024-01-29t10:26:00.000,2024-01-29t10:32:00.000,2024-01-29t10:32:00.000,2024-01-29t10:32:00.000,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,5.0,2024-01-29t08:50:00.000,2024-01-29t08:55:00.000,2024-01-29t08:55:00.000,2024-01-29t08:55:00.000,vca,vvct,2024-01-29t10:40:00.000,2024-01-29t10:26:00.000,2024-01-29t10:32:00.000,2024-01-29t10:32:00.000,2024-01-29t10:32:00.000,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,5.0,2024-01-29t08:50:00.000,2024-01-29t08:55:00.000,2024-01-29t08:55:00.000,2024-01-29t08:55:00.000,vca,vvct,2024-01-29t10:40:00.000,2024-01-29t10:26:00.000,2024-01-29t10:32:00.000,2024-01-29t10:32:00.000,2024-01-29t10:32:00.000,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,,,
arrival,landed,han,vvnb,t1,7.0,2024-01-29t08:45:00.000,2024-01-29t08:52:00.000,2024-01-29t08:52:00.000,2024-01-29t08:52:00.000,vca,vvct,2024-01-29t10:50:00.000,2024-01-29t10:48:00.000,2024-01-29t10:51:00.000,2024-01-29t10:51:00.000,2024-01-29t10:51:00.000,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,1.0,,,
arrival,landed,han,vvnb,t1,7.0,2024-01-29t08:45:00.000,2024-01-29t08:52:00.000,2024-01-29t08:52:00.000,2024-01-29t08:52:00.000,vca,vvct,2024-01-29t10:50:00.000,2024-01-29t10:48:00.000,2024-01-29t10:51:00.000,2024-01-29t10:51:00.000,2024-01-29t10:51:00.000,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,1.0,,,
arrival,landed,han,vvnb,t1,7.0,2024-01-29t08:45:00.000,2024-01-29t08:52:00.000,2024-01-29t08:52:00.000,2024-01-29t08:52:00.000,vca,vvct,2024-01-29t10:50:00.000,2024-01-29t10:48:00.000,2024-01-29t10:51:00.000,2024-01-29t10:51:00.000,2024-01-29t10:51:00.000,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,1.0,,,
arrival,landed,han,vvnb,t1,7.0,2024-01-29t08:45:00.000,2024-01-29t08:52:00.000,2024-01-29t08:52:00.000,2024-01-29t08:52:00.000,vca,vvct,2024-01-29t10:50:00.000,2024-01-29t10:48:00.000,2024-01-29t10:51:00.000,2024-01-29t10:51:00.000,2024-01-29t10:51:00.000,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,1.0,,,
arrival,landed,han,vvnb,t1,17.0,2024-01-29t11:15:00.000,2024-01-29t11:32:00.000,2024-01-29t11:32:00.000,2024-01-29t11:32:00.000,vca,vvct,2024-01-29t13:30:00.000,2024-01-29t13:26:00.000,2024-01-29t13:32:00.000,2024-01-29t13:32:00.000,2024-01-29t13:32:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,3.0,,,
arrival,landed,vcs,vvcs,,,2024-01-29t12:50:00.000,2024-01-29t12:47:00.000,2024-01-29t12:47:00.000,2024-01-29t12:47:00.000,vca,vvct,2024-01-29t13:50:00.000,,2024-01-29t13:23:00.000,2024-01-29t13:23:00.000,2024-01-29t13:23:00.000,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,landed,dad,vvdn,2,,2024-01-29t13:45:00.000,2024-01-29t13:44:00.000,2024-01-29t13:44:00.000,2024-01-29t13:44:00.000,vca,vvct,2024-01-29t15:15:00.000,2024-01-29t15:00:00.000,2024-01-29t14:57:00.000,2024-01-29t14:57:00.000,2024-01-29t14:57:00.000,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,2,,2024-01-29t13:45:00.000,2024-01-29t13:44:00.000,2024-01-29t13:44:00.000,2024-01-29t13:44:00.000,vca,vvct,2024-01-29t15:15:00.000,2024-01-29t15:00:00.000,2024-01-29t14:57:00.000,2024-01-29t14:57:00.000,2024-01-29t14:57:00.000,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,2,,2024-01-29t13:45:00.000,2024-01-29t13:44:00.000,2024-01-29t13:44:00.000,2024-01-29t13:44:00.000,vca,vvct,2024-01-29t15:15:00.000,2024-01-29t15:00:00.000,2024-01-29t14:57:00.000,2024-01-29t14:57:00.000,2024-01-29t14:57:00.000,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,,,,
arrival,landed,dad,vvdn,2,,2024-01-29t13:45:00.000,2024-01-29t13:44:00.000,2024-01-29t13:44:00.000,2024-01-29t13:44:00.000,vca,vvct,2024-01-29t15:15:00.000,2024-01-29t15:00:00.000,2024-01-29t14:57:00.000,2024-01-29t14:57:00.000,2024-01-29t14:57:00.000,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,,,
arrival,landed,han,vvnb,t1,43.0,2024-01-29t15:45:00.000,2024-01-29t16:28:00.000,2024-01-29t16:28:00.000,2024-01-29t16:28:00.000,vca,vvct,2024-01-29t17:55:00.000,2024-01-29t18:27:00.000,,,,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,32.0,,,
arrival,landed,han,vvnb,t1,43.0,2024-01-29t15:45:00.000,2024-01-29t16:28:00.000,2024-01-29t16:28:00.000,2024-01-29t16:28:00.000,vca,vvct,2024-01-29t17:55:00.000,2024-01-29t18:27:00.000,,,,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,32.0,,,
arrival,landed,han,vvnb,t1,43.0,2024-01-29t15:45:00.000,2024-01-29t16:28:00.000,2024-01-29t16:28:00.000,2024-01-29t16:28:00.000,vca,vvct,2024-01-29t17:55:00.000,2024-01-29t18:27:00.000,,,,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,32.0,,,
arrival,landed,han,vvnb,t1,43.0,2024-01-29t15:45:00.000,2024-01-29t16:28:00.000,2024-01-29t16:28:00.000,2024-01-29t16:28:00.000,vca,vvct,2024-01-29t17:55:00.000,2024-01-29t18:27:00.000,,,,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,32.0,,,
arrival,landed,han,vvnb,t1,15.0,2024-01-29t18:05:00.000,2024-01-29t18:20:00.000,2024-01-29t18:20:00.000,2024-01-29t18:20:00.000,vca,vvct,2024-01-29t20:10:00.000,2024-01-29t20:12:00.000,2024-01-29t20:14:00.000,2024-01-29t20:14:00.000,2024-01-29t20:14:00.000,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,4.0,2024-01-29t18:05:00.000,,
arrival,landed,han,vvnb,t1,15.0,2024-01-29t18:05:00.000,2024-01-29t18:20:00.000,2024-01-29t18:20:00.000,2024-01-29t18:20:00.000,vca,vvct,2024-01-29t20:10:00.000,2024-01-29t20:12:00.000,2024-01-29t20:14:00.000,2024-01-29t20:14:00.000,2024-01-29t20:14:00.000,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,4.0,2024-01-29t18:05:00.000,,
arrival,landed,han,vvnb,t1,15.0,2024-01-29t18:05:00.000,2024-01-29t18:20:00.000,2024-01-29t18:20:00.000,2024-01-29t18:20:00.000,vca,vvct,2024-01-29t20:10:00.000,2024-01-29t20:12:00.000,2024-01-29t20:14:00.000,2024-01-29t20:14:00.000,2024-01-29t20:14:00.000,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,4.0,2024-01-29t18:05:00.000,,
arrival,landed,han,vvnb,t1,15.0,2024-01-29t18:05:00.000,2024-01-29t18:20:00.000,2024-01-29t18:20:00.000,2024-01-29t18:20:00.000,vca,vvct,2024-01-29t20:10:00.000,2024-01-29t20:12:00.000,2024-01-29t20:14:00.000,2024-01-29t20:14:00.000,2024-01-29t20:14:00.000,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,4.0,2024-01-29t18:05:00.000,,
arrival,landed,icn,rksi,1,,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,vca,vvct,2024-01-30t05:00:00.000,2024-01-30t04:43:00.000,2024-01-30t04:46:00.000,2024-01-30t04:46:00.000,2024-01-30t04:46:00.000,,a1,a1,2955,a12955,a12955,vietjet air,vj,vjc,955,vj955,vjc955,,2024-01-30t01:10:00.000,110,
