type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.delay,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay,departure.estimatedTime,departure.gate,error
arrival,landed,vcs,vvcs,,37.0,2024-07-11t12:50:00.000,2024-07-11t13:26:00.000,2024-07-11t13:26:00.000,2024-07-11t13:26:00.000,vca,vvct,2024-07-11t13:55:00.000,,2024-07-11t14:04:00.000,2024-07-11t14:04:00.000,2024-07-11t14:04:00.000,vietnam airlines,vn,hvn,8071,vn8071,hvn8071,,,,,,,10.0,,,
arrival,landed,dad,vvdn,1,3.0,2024-07-11t12:40:00.000,2024-07-11t12:43:00.000,2024-07-11t12:43:00.000,2024-07-11t12:43:00.000,vca,vvct,2024-07-11t14:10:00.000,2024-07-11t13:51:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,,a1,a1,2701,a12701,a12701,vietjet air,vj,vjc,701,vj701,vjc701,,2024-07-11t12:40:00.000,,
arrival,landed,dad,vvdn,1,3.0,2024-07-11t12:40:00.000,2024-07-11t12:43:00.000,2024-07-11t12:43:00.000,2024-07-11t12:43:00.000,vca,vvct,2024-07-11t14:10:00.000,2024-07-11t13:51:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,flexflight,w2,fxt,4701,w24701,fxt4701,vietjet air,vj,vjc,701,vj701,vjc701,,2024-07-11t12:40:00.000,,
arrival,landed,dad,vvdn,1,3.0,2024-07-11t12:40:00.000,2024-07-11t12:43:00.000,2024-07-11t12:43:00.000,2024-07-11t12:43:00.000,vca,vvct,2024-07-11t14:10:00.000,2024-07-11t13:51:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,,h1,h1,4347,h14347,h14347,vietjet air,vj,vjc,701,vj701,vjc701,,2024-07-11t12:40:00.000,,
arrival,landed,dad,vvdn,1,3.0,2024-07-11t12:40:00.000,2024-07-11t12:43:00.000,2024-07-11t12:43:00.000,2024-07-11t12:43:00.000,vca,vvct,2024-07-11t14:10:00.000,2024-07-11t13:51:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,vietjet air,vj,vjc,701,vj701,vjc701,,,,,,,,2024-07-11t12:40:00.000,,
arrival,landed,dad,vvdn,1,32.0,2024-07-11t13:25:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,vca,vvct,2024-07-11t14:55:00.000,2024-07-11t15:05:00.000,,,,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,11.0,,,
arrival,landed,dad,vvdn,1,32.0,2024-07-11t13:25:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,vca,vvct,2024-07-11t14:55:00.000,2024-07-11t15:05:00.000,,,,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,11.0,,,
arrival,landed,dad,vvdn,1,32.0,2024-07-11t13:25:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,vca,vvct,2024-07-11t14:55:00.000,2024-07-11t15:05:00.000,,,,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,11.0,,,
arrival,landed,dad,vvdn,1,32.0,2024-07-11t13:25:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,2024-07-11t13:56:00.000,vca,vvct,2024-07-11t14:55:00.000,2024-07-11t15:05:00.000,,,,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,11.0,,,
arrival,landed,han,vvnb,t1,131.0,2024-07-11t14:45:00.000,2024-07-11t16:55:00.000,2024-07-11t16:55:00.000,2024-07-11t16:55:00.000,vca,vvct,2024-07-11t16:55:00.000,2024-07-11t18:46:00.000,,,,,h1,h1,4091,h14091,h14091,vietjet air,vj,vjc,1465,vj1465,vjc1465,111.0,2024-07-11t16:45:00.000,,
arrival,landed,han,vvnb,t1,131.0,2024-07-11t14:45:00.000,2024-07-11t16:55:00.000,2024-07-11t16:55:00.000,2024-07-11t16:55:00.000,vca,vvct,2024-07-11t16:55:00.000,2024-07-11t18:46:00.000,,,,flexflight,w2,fxt,3465,w23465,fxt3465,vietjet air,vj,vjc,1465,vj1465,vjc1465,111.0,2024-07-11t16:45:00.000,,
arrival,landed,han,vvnb,t1,131.0,2024-07-11t14:45:00.000,2024-07-11t16:55:00.000,2024-07-11t16:55:00.000,2024-07-11t16:55:00.000,vca,vvct,2024-07-11t16:55:00.000,2024-07-11t18:46:00.000,,,,,a1,a1,4465,a14465,a14465,vietjet air,vj,vjc,1465,vj1465,vjc1465,111.0,2024-07-11t16:45:00.000,,
arrival,landed,han,vvnb,t1,131.0,2024-07-11t14:45:00.000,2024-07-11t16:55:00.000,2024-07-11t16:55:00.000,2024-07-11t16:55:00.000,vca,vvct,2024-07-11t16:55:00.000,2024-07-11t18:46:00.000,,,,vietjet air,vj,vjc,1465,vj1465,vjc1465,,,,,,,111.0,2024-07-11t16:45:00.000,,
arrival,landed,han,vvnb,t1,26.0,2024-07-11t16:45:00.000,2024-07-11t17:10:00.000,2024-07-11t17:10:00.000,2024-07-11t17:10:00.000,vca,vvct,2024-07-11t19:00:00.000,2024-07-11t19:03:00.000,2024-07-11t19:09:00.000,2024-07-11t19:09:00.000,2024-07-11t19:09:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,10.0,2024-07-11t16:45:00.000,,
arrival,landed,han,vvnb,t1,121.0,2024-07-11t16:20:00.000,2024-07-11t18:20:00.000,2024-07-11t18:20:00.000,2024-07-11t18:20:00.000,vca,vvct,2024-07-11t19:10:00.000,2024-07-11t20:11:00.000,,,,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,61.0,,,
arrival,landed,hph,vvci,,51.0,2024-07-11t17:50:00.000,2024-07-11t18:41:00.000,2024-07-11t18:41:00.000,2024-07-11t18:41:00.000,vca,vvct,2024-07-11t19:55:00.000,2024-07-11t20:22:00.000,,,,,a1,a1,2489,a12489,a12489,vietjet air,vj,vjc,489,vj489,vjc489,28.0,,,
arrival,landed,hph,vvci,,51.0,2024-07-11t17:50:00.000,2024-07-11t18:41:00.000,2024-07-11t18:41:00.000,2024-07-11t18:41:00.000,vca,vvct,2024-07-11t19:55:00.000,2024-07-11t20:22:00.000,,,,flexflight,w2,fxt,4489,w24489,fxt4489,vietjet air,vj,vjc,489,vj489,vjc489,28.0,,,
arrival,landed,hph,vvci,,51.0,2024-07-11t17:50:00.000,2024-07-11t18:41:00.000,2024-07-11t18:41:00.000,2024-07-11t18:41:00.000,vca,vvct,2024-07-11t19:55:00.000,2024-07-11t20:22:00.000,,,,,h1,h1,4541,h14541,h14541,vietjet air,vj,vjc,489,vj489,vjc489,28.0,,,
arrival,landed,hph,vvci,,51.0,2024-07-11t17:50:00.000,2024-07-11t18:41:00.000,2024-07-11t18:41:00.000,2024-07-11t18:41:00.000,vca,vvct,2024-07-11t19:55:00.000,2024-07-11t20:22:00.000,,,,vietjet air,vj,vjc,489,vj489,vjc489,,,,,,,28.0,,,
arrival,landed,sgn,vvts,,14.0,2024-07-11t10:16:00.000,2024-07-11t10:30:00.000,2024-07-11t10:30:00.000,2024-07-11t10:30:00.000,vca,vvct,2024-07-11t10:31:00.000,,2024-07-11t10:50:00.000,2024-07-11t10:50:00.000,2024-07-11t10:50:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,19.0,,,
arrival,landed,han,vvnb,t1,16.0,2024-07-12t06:10:00.000,2024-07-12t06:25:00.000,2024-07-12t06:25:00.000,2024-07-12t06:25:00.000,vca,vvct,2024-07-12t08:20:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,t1,16.0,2024-07-12t06:10:00.000,2024-07-12t06:25:00.000,2024-07-12t06:25:00.000,2024-07-12t06:25:00.000,vca,vvct,2024-07-12t08:20:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,t1,16.0,2024-07-12t06:10:00.000,2024-07-12t06:25:00.000,2024-07-12t06:25:00.000,2024-07-12t06:25:00.000,vca,vvct,2024-07-12t08:20:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,t1,16.0,2024-07-12t06:10:00.000,2024-07-12t06:25:00.000,2024-07-12t06:25:00.000,2024-07-12t06:25:00.000,vca,vvct,2024-07-12t08:20:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,2024-07-12t08:14:00.000,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,,,,
arrival,landed,han,vvnb,t1,18.0,2024-07-12t06:35:00.000,2024-07-12t06:53:00.000,2024-07-12t06:53:00.000,2024-07-12t06:53:00.000,vca,vvct,2024-07-12t08:50:00.000,2024-07-12t08:42:00.000,2024-07-12t08:45:00.000,2024-07-12t08:45:00.000,2024-07-12t08:45:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,2024-07-12t06:35:00.000,,
arrival,landed,han,vvnb,t1,8.0,2024-07-12t08:45:00.000,2024-07-12t08:52:00.000,2024-07-12t08:52:00.000,2024-07-12t08:52:00.000,vca,vvct,2024-07-12t11:00:00.000,2024-07-12t10:48:00.000,2024-07-12t10:45:00.000,2024-07-12t10:45:00.000,2024-07-12t10:45:00.000,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,,2024-07-12t08:45:00.000,,
arrival,landed,han,vvnb,t1,8.0,2024-07-12t08:45:00.000,2024-07-12t08:52:00.000,2024-07-12t08:52:00.000,2024-07-12t08:52:00.000,vca,vvct,2024-07-12t11:00:00.000,2024-07-12t10:48:00.000,2024-07-12t10:45:00.000,2024-07-12t10:45:00.000,2024-07-12t10:45:00.000,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,,2024-07-12t08:45:00.000,,
arrival,landed,han,vvnb,t1,8.0,2024-07-12t08:45:00.000,2024-07-12t08:52:00.000,2024-07-12t08:52:00.000,2024-07-12t08:52:00.000,vca,vvct,2024-07-12t11:00:00.000,2024-07-12t10:48:00.000,2024-07-12t10:45:00.000,2024-07-12t10:45:00.000,2024-07-12t10:45:00.000,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,,2024-07-12t08:45:00.000,,
arrival,landed,han,vvnb,t1,8.0,2024-07-12t08:45:00.000,2024-07-12t08:52:00.000,2024-07-12t08:52:00.000,2024-07-12t08:52:00.000,vca,vvct,2024-07-12t11:00:00.000,2024-07-12t10:48:00.000,2024-07-12t10:45:00.000,2024-07-12t10:45:00.000,2024-07-12t10:45:00.000,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,,2024-07-12t08:45:00.000,,
arrival,landed,han,vvnb,t1,124.0,2024-07-12t11:15:00.000,2024-07-12t13:18:00.000,2024-07-12t13:18:00.000,2024-07-12t13:18:00.000,vca,vvct,2024-07-12t13:30:00.000,2024-07-12t15:08:00.000,,,,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,99.0,,,
arrival,landed,dad,vvdn,1,83.0,2024-07-12t12:40:00.000,2024-07-12t14:03:00.000,2024-07-12t14:03:00.000,2024-07-12t14:03:00.000,vca,vvct,2024-07-12t14:10:00.000,2024-07-12t15:19:00.000,,,,,a1,a1,2701,a12701,a12701,vietjet air,vj,vjc,701,vj701,vjc701,69.0,,,
arrival,landed,dad,vvdn,1,83.0,2024-07-12t12:40:00.000,2024-07-12t14:03:00.000,2024-07-12t14:03:00.000,2024-07-12t14:03:00.000,vca,vvct,2024-07-12t14:10:00.000,2024-07-12t15:19:00.000,,,,flexflight,w2,fxt,4701,w24701,fxt4701,vietjet air,vj,vjc,701,vj701,vjc701,69.0,,,
arrival,landed,dad,vvdn,1,83.0,2024-07-12t12:40:00.000,2024-07-12t14:03:00.000,2024-07-12t14:03:00.000,2024-07-12t14:03:00.000,vca,vvct,2024-07-12t14:10:00.000,2024-07-12t15:19:00.000,,,,,h1,h1,4347,h14347,h14347,vietjet air,vj,vjc,701,vj701,vjc701,69.0,,,
arrival,landed,dad,vvdn,1,83.0,2024-07-12t12:40:00.000,2024-07-12t14:03:00.000,2024-07-12t14:03:00.000,2024-07-12t14:03:00.000,vca,vvct,2024-07-12t14:10:00.000,2024-07-12t15:19:00.000,,,,vietjet air,vj,vjc,701,vj701,vjc701,,,,,,,69.0,,,
arrival,landed,dad,vvdn,1,34.0,2024-07-12t13:25:00.000,2024-07-12t13:59:00.000,2024-07-12t13:59:00.000,2024-07-12t13:59:00.000,vca,vvct,2024-07-12t14:55:00.000,2024-07-12t15:14:00.000,2024-07-12t15:23:00.000,2024-07-12t15:23:00.000,2024-07-12t15:23:00.000,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,28.0,2024-07-12t13:25:00.000,,
arrival,landed,dad,vvdn,1,34.0,2024-07-12t13:25:00.000,2024-07-12t13:59:00.000,2024-07-12t13:59:00.000,2024-07-12t13:59:00.000,vca,vvct,2024-07-12t14:55:00.000,2024-07-12t15:14:00.000,2024-07-12t15:23:00.000,2024-07-12t15:23:00.000,2024-07-12t15:23:00.000,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,28.0,2024-07-12t13:25:00.000,,
arrival,landed,dad,vvdn,1,34.0,2024-07-12t13:25:00.000,2024-07-12t13:59:00.000,2024-07-12t13:59:00.000,2024-07-12t13:59:00.000,vca,vvct,2024-07-12t14:55:00.000,2024-07-12t15:14:00.000,2024-07-12t15:23:00.000,2024-07-12t15:23:00.000,2024-07-12t15:23:00.000,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,28.0,2024-07-12t13:25:00.000,,
arrival,landed,dad,vvdn,1,34.0,2024-07-12t13:25:00.000,2024-07-12t13:59:00.000,2024-07-12t13:59:00.000,2024-07-12t13:59:00.000,vca,vvct,2024-07-12t14:55:00.000,2024-07-12t15:14:00.000,2024-07-12t15:23:00.000,2024-07-12t15:23:00.000,2024-07-12t15:23:00.000,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,28.0,2024-07-12t13:25:00.000,,
arrival,landed,han,vvnb,t1,22.0,2024-07-12t14:45:00.000,2024-07-12t15:07:00.000,2024-07-12t15:07:00.000,2024-07-12t15:07:00.000,vca,vvct,2024-07-12t16:55:00.000,2024-07-12t17:01:00.000,2024-07-12t17:09:00.000,2024-07-12t17:09:00.000,2024-07-12t17:09:00.000,,h1,h1,4091,h14091,h14091,vietjet air,vj,vjc,1465,vj1465,vjc1465,14.0,,,
arrival,landed,han,vvnb,t1,22.0,2024-07-12t14:45:00.000,2024-07-12t15:07:00.000,2024-07-12t15:07:00.000,2024-07-12t15:07:00.000,vca,vvct,2024-07-12t16:55:00.000,2024-07-12t17:01:00.000,2024-07-12t17:09:00.000,2024-07-12t17:09:00.000,2024-07-12t17:09:00.000,flexflight,w2,fxt,3465,w23465,fxt3465,vietjet air,vj,vjc,1465,vj1465,vjc1465,14.0,,,
arrival,landed,han,vvnb,t1,22.0,2024-07-12t14:45:00.000,2024-07-12t15:07:00.000,2024-07-12t15:07:00.000,2024-07-12t15:07:00.000,vca,vvct,2024-07-12t16:55:00.000,2024-07-12t17:01:00.000,2024-07-12t17:09:00.000,2024-07-12t17:09:00.000,2024-07-12t17:09:00.000,,a1,a1,4465,a14465,a14465,vietjet air,vj,vjc,1465,vj1465,vjc1465,14.0,,,
arrival,landed,han,vvnb,t1,22.0,2024-07-12t14:45:00.000,2024-07-12t15:07:00.000,2024-07-12t15:07:00.000,2024-07-12t15:07:00.000,vca,vvct,2024-07-12t16:55:00.000,2024-07-12t17:01:00.000,2024-07-12t17:09:00.000,2024-07-12t17:09:00.000,2024-07-12t17:09:00.000,vietjet air,vj,vjc,1465,vj1465,vjc1465,,,,,,,14.0,,,
arrival,landed,dad,vvdn,1,7.0,2024-07-12t15:30:00.000,2024-07-12t15:37:00.000,2024-07-12t15:37:00.000,2024-07-12t15:37:00.000,vca,vvct,2024-07-12t17:05:00.000,2024-07-12t16:51:00.000,2024-07-12t16:48:00.000,2024-07-12t16:48:00.000,2024-07-12t16:48:00.000,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,,2024-07-12t15:24:00.000,,
arrival,landed,han,vvnb,t1,17.0,2024-07-12t16:45:00.000,2024-07-12t17:01:00.000,2024-07-12t17:01:00.000,2024-07-12t17:01:00.000,vca,vvct,2024-07-12t19:00:00.000,2024-07-12t18:52:00.000,2024-07-12t18:49:00.000,2024-07-12t18:49:00.000,2024-07-12t18:49:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,,,
arrival,unknown,vii,vvvh,,,2024-07-12t17:40:00.000,,,,vca,vvct,2024-07-12t19:30:00.000,,,,,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-07-12t17:40:00.000,,,,vca,vvct,2024-07-12t19:30:00.000,,,,,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-07-12t17:40:00.000,,,,vca,vvct,2024-07-12t19:30:00.000,,,,,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-07-12t17:40:00.000,,,,vca,vvct,2024-07-12t19:30:00.000,,,,,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,,,
arrival,landed,han,vvnb,t1,60.0,2024-07-13t06:10:00.000,2024-07-13t07:10:00.000,2024-07-13t07:10:00.000,2024-07-13t07:10:00.000,vca,vvct,2024-07-13t08:20:00.000,2024-07-13t08:57:00.000,2024-07-13t08:54:00.000,2024-07-13t08:54:00.000,2024-07-13t08:54:00.000,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,34.0,2024-07-13t06:10:00.000,,
arrival,landed,han,vvnb,t1,60.0,2024-07-13t06:10:00.000,2024-07-13t07:10:00.000,2024-07-13t07:10:00.000,2024-07-13t07:10:00.000,vca,vvct,2024-07-13t08:20:00.000,2024-07-13t08:57:00.000,2024-07-13t08:54:00.000,2024-07-13t08:54:00.000,2024-07-13t08:54:00.000,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,34.0,2024-07-13t06:10:00.000,,
arrival,landed,han,vvnb,t1,60.0,2024-07-13t06:10:00.000,2024-07-13t07:10:00.000,2024-07-13t07:10:00.000,2024-07-13t07:10:00.000,vca,vvct,2024-07-13t08:20:00.000,2024-07-13t08:57:00.000,2024-07-13t08:54:00.000,2024-07-13t08:54:00.000,2024-07-13t08:54:00.000,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,34.0,2024-07-13t06:10:00.000,,
arrival,landed,han,vvnb,t1,60.0,2024-07-13t06:10:00.000,2024-07-13t07:10:00.000,2024-07-13t07:10:00.000,2024-07-13t07:10:00.000,vca,vvct,2024-07-13t08:20:00.000,2024-07-13t08:57:00.000,2024-07-13t08:54:00.000,2024-07-13t08:54:00.000,2024-07-13t08:54:00.000,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,34.0,2024-07-13t06:10:00.000,,
arrival,landed,han,vvnb,t1,6.0,2024-07-13t06:35:00.000,2024-07-13t06:40:00.000,2024-07-13t06:40:00.000,2024-07-13t06:40:00.000,vca,vvct,2024-07-13t08:50:00.000,2024-07-13t08:34:00.000,2024-07-13t08:30:00.000,2024-07-13t08:30:00.000,2024-07-13t08:30:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,2024-07-13t06:35:00.000,,
arrival,landed,han,vvnb,t1,9.0,2024-07-13t08:45:00.000,2024-07-13t08:53:00.000,2024-07-13t08:53:00.000,2024-07-13t08:53:00.000,vca,vvct,2024-07-13t11:00:00.000,2024-07-13t10:43:00.000,2024-07-13t10:45:00.000,2024-07-13t10:45:00.000,2024-07-13t10:45:00.000,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,9.0,2024-07-13t08:45:00.000,2024-07-13t08:53:00.000,2024-07-13t08:53:00.000,2024-07-13t08:53:00.000,vca,vvct,2024-07-13t11:00:00.000,2024-07-13t10:43:00.000,2024-07-13t10:45:00.000,2024-07-13t10:45:00.000,2024-07-13t10:45:00.000,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,9.0,2024-07-13t08:45:00.000,2024-07-13t08:53:00.000,2024-07-13t08:53:00.000,2024-07-13t08:53:00.000,vca,vvct,2024-07-13t11:00:00.000,2024-07-13t10:43:00.000,2024-07-13t10:45:00.000,2024-07-13t10:45:00.000,2024-07-13t10:45:00.000,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,,,,
arrival,landed,han,vvnb,t1,9.0,2024-07-13t08:45:00.000,2024-07-13t08:53:00.000,2024-07-13t08:53:00.000,2024-07-13t08:53:00.000,vca,vvct,2024-07-13t11:00:00.000,2024-07-13t10:43:00.000,2024-07-13t10:45:00.000,2024-07-13t10:45:00.000,2024-07-13t10:45:00.000,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,,,,
arrival,landed,han,vvnb,t1,17.0,2024-07-13t11:15:00.000,2024-07-13t11:31:00.000,2024-07-13t11:31:00.000,2024-07-13t11:31:00.000,vca,vvct,2024-07-13t13:30:00.000,2024-07-13t13:19:00.000,2024-07-13t13:23:00.000,2024-07-13t13:23:00.000,2024-07-13t13:23:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,2024-07-13t11:15:00.000,,
arrival,landed,vcs,vvcs,,3.0,2024-07-13t12:50:00.000,2024-07-13t12:53:00.000,2024-07-13t12:53:00.000,2024-07-13t12:53:00.000,vca,vvct,2024-07-13t13:55:00.000,2024-07-13t13:30:00.000,2024-07-13t13:31:00.000,2024-07-13t13:31:00.000,2024-07-13t13:31:00.000,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,landed,dad,vvdn,1,94.0,2024-07-13t12:40:00.000,2024-07-13t14:14:00.000,2024-07-13t14:14:00.000,2024-07-13t14:14:00.000,vca,vvct,2024-07-13t14:10:00.000,2024-07-13t15:29:00.000,,,,,a1,a1,2701,a12701,a12701,vietjet air,vj,vjc,701,vj701,vjc701,80.0,2024-07-13t12:40:00.000,,
arrival,landed,dad,vvdn,1,94.0,2024-07-13t12:40:00.000,2024-07-13t14:14:00.000,2024-07-13t14:14:00.000,2024-07-13t14:14:00.000,vca,vvct,2024-07-13t14:10:00.000,2024-07-13t15:29:00.000,,,,flexflight,w2,fxt,4701,w24701,fxt4701,vietjet air,vj,vjc,701,vj701,vjc701,80.0,2024-07-13t12:40:00.000,,
arrival,landed,dad,vvdn,1,94.0,2024-07-13t12:40:00.000,2024-07-13t14:14:00.000,2024-07-13t14:14:00.000,2024-07-13t14:14:00.000,vca,vvct,2024-07-13t14:10:00.000,2024-07-13t15:29:00.000,,,,,h1,h1,4347,h14347,h14347,vietjet air,vj,vjc,701,vj701,vjc701,80.0,2024-07-13t12:40:00.000,,
arrival,landed,dad,vvdn,1,94.0,2024-07-13t12:40:00.000,2024-07-13t14:14:00.000,2024-07-13t14:14:00.000,2024-07-13t14:14:00.000,vca,vvct,2024-07-13t14:10:00.000,2024-07-13t15:29:00.000,,,,vietjet air,vj,vjc,701,vj701,vjc701,,,,,,,80.0,2024-07-13t12:40:00.000,,
arrival,landed,dad,vvdn,1,13.0,2024-07-13t13:25:00.000,2024-07-13t13:38:00.000,2024-07-13t13:38:00.000,2024-07-13t13:38:00.000,vca,vvct,2024-07-13t14:55:00.000,2024-07-13t14:47:00.000,2024-07-13t14:45:00.000,2024-07-13t14:45:00.000,2024-07-13t14:45:00.000,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,,2024-07-13t13:25:00.000,,
arrival,landed,dad,vvdn,1,13.0,2024-07-13t13:25:00.000,2024-07-13t13:38:00.000,2024-07-13t13:38:00.000,2024-07-13t13:38:00.000,vca,vvct,2024-07-13t14:55:00.000,2024-07-13t14:47:00.000,2024-07-13t14:45:00.000,2024-07-13t14:45:00.000,2024-07-13t14:45:00.000,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,,2024-07-13t13:25:00.000,,
arrival,landed,dad,vvdn,1,13.0,2024-07-13t13:25:00.000,2024-07-13t13:38:00.000,2024-07-13t13:38:00.000,2024-07-13t13:38:00.000,vca,vvct,2024-07-13t14:55:00.000,2024-07-13t14:47:00.000,2024-07-13t14:45:00.000,2024-07-13t14:45:00.000,2024-07-13t14:45:00.000,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,,2024-07-13t13:25:00.000,,
arrival,landed,dad,vvdn,1,13.0,2024-07-13t13:25:00.000,2024-07-13t13:38:00.000,2024-07-13t13:38:00.000,2024-07-13t13:38:00.000,vca,vvct,2024-07-13t14:55:00.000,2024-07-13t14:47:00.000,2024-07-13t14:45:00.000,2024-07-13t14:45:00.000,2024-07-13t14:45:00.000,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,2024-07-13t13:25:00.000,,
arrival,unknown,han,vvnb,t1,175.0,2024-07-13t14:45:00.000,,,,vca,vvct,2024-07-13t16:55:00.000,,,,,,h1,h1,4091,h14091,h14091,vietjet air,vj,vjc,1465,vj1465,vjc1465,,2024-07-13t17:40:00.000,,
arrival,unknown,han,vvnb,t1,175.0,2024-07-13t14:45:00.000,,,,vca,vvct,2024-07-13t16:55:00.000,,,,,flexflight,w2,fxt,3465,w23465,fxt3465,vietjet air,vj,vjc,1465,vj1465,vjc1465,,2024-07-13t17:40:00.000,,
arrival,unknown,han,vvnb,t1,175.0,2024-07-13t14:45:00.000,,,,vca,vvct,2024-07-13t16:55:00.000,,,,,,a1,a1,4465,a14465,a14465,vietjet air,vj,vjc,1465,vj1465,vjc1465,,2024-07-13t17:40:00.000,,
arrival,unknown,han,vvnb,t1,175.0,2024-07-13t14:45:00.000,,,,vca,vvct,2024-07-13t16:55:00.000,,,,,vietjet air,vj,vjc,1465,vj1465,vjc1465,,,,,,,,2024-07-13t17:40:00.000,,
arrival,unknown,han,vvnb,1,,2024-07-13t16:20:00.000,,,,vca,vvct,2024-07-13t18:10:00.000,,,,,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,,,,
