,datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),heating_degreeday (degC-Day),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),departure_itacode
3817,2024-04-08 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.37,25.7,0.81,0.0,2.44,132.91,0.36,0.0,dad
3818,2024-04-08 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.06,25.36,0.72,0.0,2.17,131.32,0.27,0.0,dad
3819,2024-04-08 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.89,24.53,0.65,0.0,1.88,129.45,0.2,0.0,dad
3820,2024-04-08 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.78,24.17,0.61,0.0,1.66,121.58,0.25,0.0,dad
3821,2024-04-08 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.59,23.78,0.57,0.0,2.32,103.5,0.46,0.01,dad
3822,2024-04-08 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.5,23.68,0.53,0.0,2.61,99.39,0.54,0.0,dad
3823,2024-04-08 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.9,23.63,0.52,0.0,2.58,103.16,0.51,0.1,dad
3824,2024-04-08 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.71,23.9,0.53,0.0,2.59,108.94,0.36,0.01,dad
3825,2024-04-08 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.74,23.96,0.54,0.0,2.78,116.21,0.25,0.0,dad
3826,2024-04-08 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.43,24.02,0.58,0.0,2.59,114.85,0.25,0.0,dad
3827,2024-04-08 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.37,23.97,0.61,0.0,2.67,124.09,0.1,0.0,dad
3828,2024-04-08 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.25,24.1,0.66,0.0,3.72,127.71,0.04,0.0,dad
3829,2024-04-08 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.49,24.34,0.7,0.0,3.84,126.18,0.02,0.0,dad
3830,2024-04-08 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.44,24.55,0.75,0.0,3.29,122.94,0.0,0.0,dad
3831,2024-04-08 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.8,25.28,0.81,0.0,2.71,122.27,0.0,0.0,dad
3832,2024-04-08 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.32,25.53,0.85,0.0,2.56,122.92,0.0,0.0,dad
3833,2024-04-08 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.04,25.83,0.88,0.0,2.43,122.62,0.0,0.0,dad
3834,2024-04-08 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.77,25.98,0.9,0.0,2.22,125.51,0.04,0.0,dad
3835,2024-04-08 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.53,26.11,0.92,0.0,2.06,126.53,0.37,0.0,dad
3836,2024-04-08 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.12,26.01,0.94,0.0,1.9,120.75,0.03,0.0,dad
3837,2024-04-08 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.07,26.01,0.94,0.0,1.88,114.71,0.11,0.0,dad
3838,2024-04-08 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.22,26.31,0.95,0.0,1.18,141.12,0.98,0.0,dad
3839,2024-04-08 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.24,26.36,0.95,0.0,1.66,117.19,0.95,0.0,dad
3840,2024-04-09 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.51,26.35,0.88,0.0,2.25,112.17,0.97,0.0,dad
3841,2024-04-09 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.34,26.03,0.82,0.0,3.01,97.04,0.91,0.0,dad
3842,2024-04-09 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.21,25.59,0.72,0.0,3.34,92.0,0.9,0.0,dad
3843,2024-04-09 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.98,24.69,0.65,0.0,3.23,94.97,0.89,0.0,dad
3844,2024-04-09 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.76,24.24,0.61,0.0,3.38,97.1,0.84,0.0,dad
3845,2024-04-09 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.14,23.46,0.54,0.0,3.69,94.64,0.85,0.0,dad
3846,2024-04-09 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.91,22.34,0.48,0.0,4.03,94.15,0.84,0.0,dad
3847,2024-04-09 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,35.19,21.76,0.46,0.0,4.61,97.32,0.92,0.0,dad
3848,2024-04-09 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.82,21.82,0.47,0.0,4.78,99.25,0.9,0.0,dad
3849,2024-04-09 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.29,22.37,0.5,0.0,4.8,101.49,0.94,0.0,dad
3850,2024-04-09 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.81,22.39,0.54,0.0,4.52,108.5,0.94,0.0,dad
3851,2024-04-09 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.76,23.02,0.6,0.0,4.42,115.91,0.96,0.0,dad
3852,2024-04-09 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.33,23.9,0.69,0.0,4.46,118.8,0.99,0.0,dad
3853,2024-04-09 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.62,24.71,0.75,0.0,4.18,117.52,0.9,0.0,dad
3854,2024-04-09 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.87,25.21,0.81,0.0,3.99,116.77,0.9,0.0,dad
3855,2024-04-09 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.85,25.4,0.82,0.0,4.0,115.59,0.95,0.0,dad
3856,2024-04-09 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.8,25.53,0.83,0.0,4.01,113.52,0.99,0.0,dad
3857,2024-04-09 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.71,25.23,0.81,0.0,3.97,112.78,0.99,0.0,dad
3858,2024-04-09 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.45,25.3,0.83,0.0,3.77,114.64,0.99,0.0,dad
3859,2024-04-09 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.48,25.26,0.83,0.0,3.57,117.52,0.97,0.0,dad
3860,2024-04-09 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.19,24.88,0.82,0.0,3.4,117.84,0.94,0.0,dad
3861,2024-04-09 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.84,24.58,0.82,0.0,3.4,113.53,0.93,0.0,dad
3862,2024-04-09 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.89,24.73,0.83,0.0,2.93,118.74,0.99,0.0,dad
3863,2024-04-09 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.42,24.53,0.79,0.0,3.1,109.05,0.95,0.0,dad
3864,2024-04-10 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.12,24.6,0.77,0.0,3.99,104.46,0.95,0.0,dad
3865,2024-04-10 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.72,24.09,0.72,0.0,5.04,99.61,0.89,0.0,dad
3866,2024-04-10 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.0,23.52,0.61,0.0,5.41,93.5,0.91,0.0,dad
3867,2024-04-10 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.57,23.19,0.58,0.0,5.74,91.92,0.93,0.0,dad
3868,2024-04-10 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.24,22.7,0.54,0.0,5.99,91.6,0.97,0.0,dad
3869,2024-04-10 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.15,22.6,0.51,0.0,6.01,89.29,0.94,0.0,dad
3870,2024-04-10 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.71,22.13,0.48,0.0,5.97,89.05,0.92,0.0,dad
3871,2024-04-10 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.24,22.01,0.49,0.0,5.89,93.12,0.97,0.0,dad
3872,2024-04-10 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.08,21.79,0.49,0.0,5.74,95.97,0.96,0.0,dad
3873,2024-04-10 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.64,21.55,0.49,0.0,5.58,98.44,0.92,0.0,dad
3874,2024-04-10 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.98,20.43,0.5,0.0,4.69,102.89,0.99,0.0,dad
3875,2024-04-10 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.12,20.69,0.54,0.0,3.73,103.34,0.96,0.0,dad
3876,2024-04-10 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.9,21.43,0.6,0.0,3.48,106.21,0.94,0.0,dad
3877,2024-04-10 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.37,22.46,0.66,0.0,3.55,102.93,0.96,0.0,dad
3878,2024-04-10 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.96,23.61,0.73,0.0,3.5,98.88,0.81,0.0,dad
3879,2024-04-10 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.13,24.32,0.8,0.0,3.46,102.68,0.72,0.0,dad
3880,2024-04-10 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.1,24.85,0.83,0.0,3.74,108.75,0.72,0.0,dad
3881,2024-04-10 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.11,24.87,0.83,0.0,3.95,109.17,0.64,0.0,dad
3882,2024-04-10 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.98,25.01,0.84,0.0,4.1,108.78,0.75,0.0,dad
3883,2024-04-10 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.92,24.96,0.84,0.0,4.24,106.72,0.82,0.0,dad
3884,2024-04-10 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.76,24.98,0.85,0.0,4.33,102.6,0.82,0.0,dad
3885,2024-04-10 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.81,24.78,0.84,0.0,4.4,100.53,0.83,0.0,dad
3886,2024-04-10 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.67,24.58,0.83,0.0,4.12,102.29,0.87,0.0,dad
3887,2024-04-10 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.57,24.63,0.84,0.0,4.02,102.74,0.79,0.0,dad
3888,2024-04-11 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.68,25.27,0.82,0.0,3.87,101.21,0.76,0.0,dad
3889,2024-04-11 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.71,24.95,0.76,0.0,5.16,97.51,0.63,0.0,dad
3890,2024-04-11 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.76,24.55,0.66,0.0,5.37,94.95,0.6,0.0,dad
3891,2024-04-11 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.29,23.9,0.61,0.0,5.43,93.14,0.38,0.03,dad
3892,2024-04-11 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.86,23.47,0.58,0.0,5.46,95.99,0.36,0.08,dad
3893,2024-04-11 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.9,23.4,0.57,0.0,5.43,98.24,0.34,0.02,dad
3894,2024-04-11 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.9,23.57,0.55,0.0,5.36,99.92,0.35,0.04,dad
3895,2024-04-11 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.16,23.61,0.54,0.0,5.24,100.74,0.35,0.0,dad
3896,2024-04-11 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.97,23.58,0.55,0.0,5.2,99.37,0.43,0.0,dad
3897,2024-04-11 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.19,23.58,0.57,0.0,5.02,99.37,0.46,0.0,dad
3898,2024-04-11 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.69,22.49,0.55,0.0,4.39,108.04,0.58,0.0,dad
3899,2024-04-11 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.64,22.36,0.58,0.0,3.66,114.47,0.68,0.0,dad
3900,2024-04-11 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.76,23.29,0.68,0.0,3.57,118.64,0.72,0.0,dad
3901,2024-04-11 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.36,23.77,0.72,0.0,3.48,121.66,0.77,0.0,dad
3902,2024-04-11 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.87,24.52,0.77,0.0,3.36,119.45,0.8,0.0,dad
3903,2024-04-11 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.66,25.02,0.81,0.0,3.18,114.36,0.27,0.0,dad
3904,2024-04-11 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.51,25.34,0.83,0.0,3.3,114.28,0.3,0.0,dad
3905,2024-04-11 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.25,25.13,0.83,0.0,3.37,116.85,0.43,0.0,dad
3906,2024-04-11 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.06,25.15,0.84,0.0,3.3,118.67,0.53,0.0,dad
3907,2024-04-11 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.07,25.11,0.84,0.0,3.26,117.9,0.57,0.0,dad
3908,2024-04-11 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.88,25.2,0.85,0.0,3.37,118.51,0.22,0.0,dad
3909,2024-04-11 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.77,25.02,0.85,0.0,3.3,118.65,0.28,0.0,dad
3910,2024-04-11 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.6,25.34,0.88,0.0,2.45,117.07,0.89,0.0,dad
3911,2024-04-11 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.49,25.27,0.88,0.0,2.48,103.38,0.81,0.0,dad
3912,2024-04-12 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.44,25.35,0.83,0.0,2.94,102.67,0.83,0.0,dad
3913,2024-04-12 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.67,24.96,0.76,0.0,4.44,100.55,0.89,0.0,dad
3914,2024-04-12 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.28,24.47,0.67,0.0,4.78,97.6,0.86,0.0,dad
3915,2024-04-12 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.17,23.84,0.61,0.0,4.92,91.82,0.87,0.0,dad
3916,2024-04-12 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.56,23.75,0.6,0.0,5.07,88.63,0.94,0.02,dad
3917,2024-04-12 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.54,23.45,0.56,0.0,4.91,87.03,0.93,0.0,dad
3918,2024-04-12 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.28,22.88,0.52,0.0,4.78,86.66,0.94,0.0,dad
3919,2024-04-12 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.51,22.86,0.51,0.0,4.6,90.05,0.93,0.0,dad
3920,2024-04-12 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.95,22.43,0.51,0.0,4.67,98.86,0.86,0.0,dad
3921,2024-04-12 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.66,22.37,0.52,0.0,4.83,109.09,0.9,0.0,dad
3922,2024-04-12 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.75,22.72,0.56,0.0,4.66,115.86,0.89,0.0,dad
3923,2024-04-12 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.69,22.68,0.59,0.0,4.04,121.96,0.9,0.0,dad
3924,2024-04-12 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.33,23.32,0.66,0.0,3.77,125.0,0.88,0.0,dad
3925,2024-04-12 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.6,23.97,0.72,0.0,3.47,123.59,0.88,0.0,dad
3926,2024-04-12 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.91,24.58,0.77,0.0,3.12,116.92,0.93,0.0,dad
3927,2024-04-12 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.59,25.14,0.82,0.0,2.99,112.23,0.97,0.0,dad
3928,2024-04-12 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.39,25.47,0.84,0.0,2.91,113.98,0.89,0.0,dad
3929,2024-04-12 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.29,25.78,0.86,0.0,2.9,115.16,0.95,0.0,dad
3930,2024-04-12 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.07,25.74,0.87,0.0,2.78,120.87,0.95,0.0,dad
3931,2024-04-12 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.92,25.77,0.88,0.0,2.73,123.31,0.94,0.0,dad
3932,2024-04-12 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.93,25.61,0.87,0.0,2.67,118.06,0.94,0.0,dad
3933,2024-04-12 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.75,25.49,0.88,0.0,2.68,115.12,0.91,0.0,dad
3934,2024-04-12 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.61,25.74,0.9,0.0,2.82,119.96,0.96,0.0,dad
3935,2024-04-12 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.62,25.75,0.9,0.0,3.02,119.68,0.89,0.0,dad
3936,2024-04-13 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.68,25.75,0.84,0.0,3.43,123.3,0.74,0.0,dad
3937,2024-04-13 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.34,25.49,0.8,0.0,4.03,120.41,0.75,0.0,dad
3938,2024-04-13 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.6,24.92,0.72,0.0,4.25,120.25,0.7,0.01,dad
3939,2024-04-13 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.76,24.45,0.65,0.0,4.25,116.87,0.7,0.02,dad
3940,2024-04-13 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.43,24.24,0.62,0.0,4.19,115.56,0.88,0.05,dad
3941,2024-04-13 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.04,23.98,0.59,0.0,4.26,113.64,0.78,0.05,dad
3942,2024-04-13 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.62,23.7,0.56,0.0,4.33,109.19,0.74,0.01,dad
3943,2024-04-13 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.05,23.36,0.54,0.0,4.12,111.87,0.7,0.0,dad
3944,2024-04-13 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.84,22.97,0.53,0.0,4.09,111.64,0.69,0.0,dad
3945,2024-04-13 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.65,22.61,0.53,0.0,4.15,114.14,0.76,0.01,dad
3946,2024-04-13 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.63,21.85,0.53,0.0,4.07,114.41,0.77,0.0,dad
3947,2024-04-13 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.79,21.68,0.55,0.0,3.25,115.53,0.33,0.0,dad
3948,2024-04-13 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.53,21.59,0.59,0.0,3.1,121.79,0.23,0.0,dad
3949,2024-04-13 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.77,21.79,0.62,0.0,3.06,123.7,0.17,0.0,dad
3950,2024-04-13 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.85,22.25,0.68,0.0,2.78,129.26,0.16,0.0,dad
3951,2024-04-13 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.32,22.87,0.72,0.0,2.29,127.62,0.05,0.0,dad
3952,2024-04-13 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.98,23.62,0.77,0.0,2.33,122.78,0.02,0.0,dad
3953,2024-04-13 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.63,24.35,0.82,0.0,2.24,124.45,0.0,0.0,dad
3954,2024-04-13 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.01,24.69,0.87,0.0,1.73,122.64,0.0,0.0,dad
3955,2024-04-13 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.39,24.72,0.91,0.0,1.34,126.79,0.02,0.0,dad
3956,2024-04-13 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.95,24.65,0.93,0.0,1.36,123.36,0.06,0.0,dad
3957,2024-04-13 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.13,24.67,0.92,0.0,1.49,123.07,0.14,0.0,dad
3958,2024-04-13 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.37,24.96,0.92,0.0,1.8,141.79,0.43,0.0,dad
3959,2024-04-13 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.53,25.14,0.92,0.0,2.33,133.87,0.5,0.0,dad
3960,2024-04-14 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.04,25.57,0.86,0.0,2.95,130.69,0.51,0.0,dad
3961,2024-04-14 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.0,25.24,0.8,0.0,3.93,124.64,0.37,0.0,dad
3962,2024-04-14 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.0,24.81,0.7,0.0,4.05,119.02,0.26,0.0,dad
3963,2024-04-14 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.84,23.84,0.63,0.0,4.15,119.06,0.2,0.0,dad
3964,2024-04-14 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.13,23.36,0.6,0.0,4.15,120.2,0.28,0.0,dad
3965,2024-04-14 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.66,22.93,0.57,0.0,4.03,115.39,0.31,0.0,dad
3966,2024-04-14 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.23,22.68,0.54,0.0,3.69,115.21,0.35,0.0,dad
3967,2024-04-14 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.75,22.74,0.53,0.0,3.59,119.98,0.23,0.0,dad
3968,2024-04-14 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.38,22.49,0.53,0.0,3.61,121.35,0.27,0.0,dad
3969,2024-04-14 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.21,22.42,0.53,0.0,3.69,121.76,0.28,0.0,dad
3970,2024-04-14 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.35,22.83,0.57,0.0,3.36,124.08,0.16,0.0,dad
3971,2024-04-14 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.51,22.82,0.6,0.0,2.86,131.89,0.08,0.0,dad
3972,2024-04-14 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.28,23.15,0.66,0.0,3.26,137.68,0.09,0.0,dad
3973,2024-04-14 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.33,23.63,0.71,0.0,3.48,138.89,0.34,0.0,dad
3974,2024-04-14 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.36,23.99,0.77,0.0,3.28,142.94,0.59,0.0,dad
3975,2024-04-14 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.07,24.7,0.82,0.0,2.88,148.61,0.43,0.0,dad
3976,2024-04-14 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.71,24.93,0.85,0.0,2.57,142.28,0.15,0.0,dad
3977,2024-04-14 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.22,24.89,0.87,0.0,2.31,139.07,0.12,0.0,dad
3978,2024-04-14 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.7,24.82,0.89,0.0,2.14,129.67,0.08,0.0,dad
3979,2024-04-14 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.62,25.04,0.91,0.0,1.96,130.53,0.02,0.0,dad
3980,2024-04-14 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.25,25.02,0.93,0.0,1.62,126.71,0.05,0.0,dad
3981,2024-04-14 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.12,24.98,0.93,0.0,1.45,119.7,0.04,0.0,dad
3982,2024-04-14 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.2,25.59,0.96,0.0,1.64,134.64,0.39,0.0,dad
3983,2024-04-14 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.34,25.69,0.96,0.0,1.57,118.18,0.33,0.0,dad
3984,2024-04-15 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.11,25.94,0.88,0.0,1.93,108.5,0.33,0.0,dad
3985,2024-04-15 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.93,25.63,0.82,0.0,2.39,105.85,0.75,0.0,dad
3986,2024-04-15 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.38,25.43,0.71,0.0,2.97,107.37,0.85,0.02,dad
3987,2024-04-15 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.13,24.46,0.64,0.0,3.3,113.94,0.94,0.01,dad
3988,2024-04-15 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.62,23.71,0.59,0.0,3.45,119.4,0.89,0.0,dad
3989,2024-04-15 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.56,23.19,0.55,0.0,3.49,122.28,0.89,0.0,dad
3990,2024-04-15 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.06,22.69,0.52,0.0,3.49,124.05,0.88,0.0,dad
3991,2024-04-15 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.69,22.62,0.5,0.0,3.57,127.75,0.87,0.0,dad
3992,2024-04-15 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.15,22.44,0.51,0.0,3.61,131.36,0.71,0.0,dad
3993,2024-04-15 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,34.21,22.29,0.5,0.0,3.69,132.78,0.74,0.0,dad
3994,2024-04-15 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.08,22.83,0.55,0.0,4.0,128.62,0.75,0.0,dad
3995,2024-04-15 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.82,23.1,0.6,0.0,3.85,128.58,0.84,0.0,dad
3996,2024-04-15 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.54,23.41,0.66,0.0,3.95,129.03,0.69,0.0,dad
3997,2024-04-15 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.71,24.11,0.72,0.0,3.28,132.41,0.11,0.0,dad
3998,2024-04-15 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.78,24.75,0.79,0.0,2.68,143.75,0.44,0.0,dad
