,datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),heating_degreeday (degC-Day),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),departure_itacode
0,2023-11-01 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.08,25.59,0.92,0.0,1.89,356.28,0.12,0.0,dad
1,2023-11-01 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.68,25.69,0.89,0.0,1.79,6.18,0.18,0.0,dad
2,2023-11-01 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.8,25.78,0.79,0.0,1.82,33.79,0.15,0.08,dad
3,2023-11-01 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.19,25.26,0.75,0.0,2.99,73.57,0.2,0.18,dad
4,2023-11-01 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.55,25.47,0.74,0.0,3.7,83.65,0.42,0.06,dad
5,2023-11-01 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.44,25.53,0.75,0.0,3.35,84.57,0.23,1.3,dad
6,2023-11-01 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.78,25.44,0.78,0.0,3.28,81.28,0.39,3.71,dad
7,2023-11-01 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.9,25.88,0.79,0.0,3.42,96.39,0.69,3.52,dad
8,2023-11-01 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.6,25.61,0.79,0.0,3.05,112.17,0.9,0.63,dad
9,2023-11-01 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.72,25.37,0.77,0.0,2.28,129.51,0.86,0.0,dad
10,2023-11-01 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.93,25.07,0.8,0.0,2.29,131.22,0.96,0.08,dad
11,2023-11-01 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.72,25.16,0.86,0.0,2.15,120.99,0.94,0.01,dad
12,2023-11-01 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.14,25.14,0.89,0.0,1.91,122.22,0.94,0.0,dad
13,2023-11-01 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.22,25.23,0.89,0.0,1.25,92.89,0.96,0.0,dad
14,2023-11-01 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.62,25.21,0.92,0.0,1.23,42.32,0.94,0.32,dad
15,2023-11-01 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.64,25.2,0.92,0.0,1.25,32.92,0.92,0.14,dad
16,2023-11-01 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.4,25.25,0.93,0.0,1.28,12.27,0.92,0.0,dad
17,2023-11-01 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.11,25.32,0.95,0.0,1.11,355.1,0.98,0.0,dad
18,2023-11-01 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.32,25.42,0.95,0.0,1.21,353.46,0.97,0.0,dad
19,2023-11-01 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.46,25.74,0.96,0.0,0.85,61.78,0.98,0.67,dad
20,2023-11-01 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.55,24.92,0.96,0.0,0.88,85.46,1.0,0.9,dad
21,2023-11-01 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.82,25.3,0.97,0.0,0.65,112.81,1.0,0.05,dad
22,2023-11-01 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.56,24.79,0.95,0.0,0.29,1.93,0.77,0.19,dad
23,2023-11-01 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.51,24.57,0.95,0.0,0.47,352.06,0.78,0.46,dad
24,2023-11-02 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.53,24.86,0.96,0.0,0.65,351.22,0.81,0.84,dad
25,2023-11-02 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.95,25.16,0.95,0.0,1.11,6.43,0.92,0.46,dad
26,2023-11-02 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.79,25.2,0.86,0.0,1.78,48.39,0.98,0.22,dad
27,2023-11-02 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.41,25.18,0.83,0.0,2.21,64.56,0.99,0.06,dad
28,2023-11-02 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.95,25.12,0.8,0.0,2.21,74.04,0.99,0.18,dad
29,2023-11-02 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.31,25.48,0.8,0.0,1.98,74.83,0.96,0.1,dad
30,2023-11-02 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.16,25.02,0.74,0.0,1.65,64.66,0.91,0.14,dad
31,2023-11-02 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.98,25.02,0.71,0.0,1.01,87.98,0.94,0.04,dad
32,2023-11-02 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.49,25.22,0.69,0.0,0.96,123.19,0.88,0.08,dad
33,2023-11-02 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.97,25.7,0.78,0.0,2.33,128.72,0.83,0.69,dad
34,2023-11-02 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.13,25.87,0.78,0.0,0.12,282.5,0.86,4.01,dad
35,2023-11-02 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.75,26.06,0.85,0.0,0.7,339.27,0.7,1.53,dad
36,2023-11-02 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.41,25.34,0.88,0.0,0.84,69.37,0.64,1.18,dad
37,2023-11-02 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.87,25.33,0.91,0.0,1.33,87.9,0.63,0.15,dad
38,2023-11-02 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.6,25.21,0.92,0.0,1.04,79.97,0.56,0.12,dad
39,2023-11-02 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.45,25.19,0.93,0.0,1.13,42.24,0.52,0.0,dad
40,2023-11-02 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.1,25.04,0.94,0.0,0.67,25.25,0.51,0.0,dad
41,2023-11-02 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.79,24.67,0.94,0.0,0.65,48.46,0.82,0.0,dad
42,2023-11-02 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.8,24.81,0.94,0.0,1.08,52.91,0.76,0.0,dad
43,2023-11-02 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.9,25.0,0.95,0.0,1.01,62.93,0.87,0.37,dad
44,2023-11-02 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.83,25.21,0.96,0.0,0.55,145.62,0.97,1.09,dad
45,2023-11-02 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.81,25.27,0.97,0.0,0.16,184.9,0.97,1.43,dad
46,2023-11-02 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.37,24.79,0.97,0.0,1.04,43.2,0.93,0.45,dad
47,2023-11-02 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.28,24.82,0.97,0.0,1.4,24.66,0.54,0.0,dad
48,2023-11-03 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.55,25.44,0.94,0.0,0.42,95.58,0.7,0.0,dad
49,2023-11-03 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.54,25.08,0.86,0.0,0.78,65.77,0.91,0.0,dad
50,2023-11-03 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.03,24.95,0.79,0.0,1.33,57.39,0.66,0.0,dad
51,2023-11-03 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.77,24.87,0.75,0.0,1.75,53.69,0.61,0.02,dad
52,2023-11-03 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.18,24.96,0.74,0.0,1.97,55.94,0.81,0.12,dad
53,2023-11-03 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.08,24.96,0.7,0.0,1.85,58.05,0.95,0.06,dad
54,2023-11-03 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.29,25.06,0.7,0.0,1.46,56.95,0.98,0.15,dad
55,2023-11-03 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.21,24.8,0.69,0.0,1.28,70.8,0.99,0.85,dad
56,2023-11-03 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.23,24.89,0.73,0.0,1.0,91.8,0.94,0.49,dad
57,2023-11-03 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.35,24.99,0.73,0.0,1.3,120.17,1.0,0.03,dad
58,2023-11-03 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.21,25.48,0.8,0.0,1.2,186.11,0.99,0.51,dad
59,2023-11-03 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.97,25.23,0.8,0.0,1.25,146.37,0.99,0.0,dad
60,2023-11-03 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.38,25.73,0.86,0.0,1.43,158.05,1.0,0.0,dad
61,2023-11-03 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.54,25.61,0.84,0.0,1.19,176.97,0.99,0.0,dad
62,2023-11-03 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.53,25.78,0.9,0.0,1.1,184.45,0.98,0.0,dad
63,2023-11-03 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.84,25.67,0.93,0.0,0.87,227.55,0.99,0.0,dad
64,2023-11-03 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.26,25.33,0.95,0.0,1.14,234.88,0.96,0.0,dad
65,2023-11-03 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.49,24.91,0.97,0.0,0.96,249.99,0.95,0.0,dad
66,2023-11-03 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.36,24.9,0.97,0.0,1.08,292.23,0.95,0.0,dad
67,2023-11-03 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.22,24.79,0.97,0.0,1.17,310.81,0.96,0.0,dad
68,2023-11-03 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.48,24.88,0.96,0.0,1.2,335.8,0.89,0.0,dad
69,2023-11-03 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.73,24.99,0.96,0.0,1.37,322.74,0.87,0.0,dad
70,2023-11-03 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.58,25.24,0.98,0.0,1.09,265.83,0.87,0.01,dad
71,2023-11-03 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.3,25.21,0.99,0.0,1.1,333.3,0.89,0.0,dad
72,2023-11-04 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.69,25.63,0.94,0.0,1.24,22.2,0.83,0.02,dad
73,2023-11-04 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.45,25.4,0.89,0.0,1.52,56.51,0.84,0.06,dad
74,2023-11-04 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.87,25.35,0.81,0.0,2.17,83.18,0.85,0.08,dad
75,2023-11-04 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.93,24.83,0.74,0.0,2.83,88.29,0.96,0.23,dad
76,2023-11-04 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.2,24.85,0.77,0.0,3.02,88.1,0.97,1.01,dad
77,2023-11-04 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.91,24.97,0.75,0.0,2.78,88.74,0.96,0.09,dad
78,2023-11-04 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.36,25.25,0.74,0.0,2.72,97.54,0.99,0.15,dad
79,2023-11-04 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.92,24.11,0.71,0.0,3.19,105.64,0.98,0.78,dad
80,2023-11-04 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.75,24.79,0.75,0.0,2.63,116.35,0.99,0.16,dad
81,2023-11-04 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.04,25.06,0.75,0.0,1.56,120.18,0.93,0.28,dad
82,2023-11-04 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.37,25.43,0.79,0.0,1.12,109.44,0.91,1.51,dad
83,2023-11-04 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.02,25.79,0.83,0.0,1.75,107.78,0.81,0.0,dad
84,2023-11-04 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.89,25.77,0.83,0.0,1.95,130.67,0.2,0.0,dad
85,2023-11-04 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.57,25.89,0.85,0.0,1.79,111.63,0.35,0.01,dad
86,2023-11-04 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.82,25.9,0.89,0.0,1.75,90.2,0.51,0.0,dad
87,2023-11-04 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.27,25.79,0.92,0.0,1.61,53.84,0.28,0.0,dad
88,2023-11-04 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.03,25.72,0.93,0.0,1.2,39.72,0.34,0.0,dad
89,2023-11-04 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.97,25.69,0.93,0.0,1.03,92.39,0.47,0.01,dad
90,2023-11-04 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.66,25.69,0.94,0.0,1.06,73.17,0.53,0.1,dad
91,2023-11-04 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.29,25.3,0.94,0.0,1.2,128.13,0.61,0.0,dad
92,2023-11-04 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.95,25.27,0.96,0.0,1.08,140.21,0.61,0.31,dad
93,2023-11-04 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.77,25.17,0.97,0.0,0.66,119.04,0.5,0.03,dad
94,2023-11-04 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.2,25.28,0.95,0.0,1.41,131.12,0.47,0.0,dad
95,2023-11-04 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.14,25.54,0.96,0.0,1.75,87.39,0.49,0.0,dad
96,2023-11-05 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.41,26.23,0.93,0.0,1.43,79.9,0.44,0.01,dad
97,2023-11-05 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.9,25.9,0.89,0.0,2.71,83.1,0.39,0.14,dad
98,2023-11-05 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.51,25.37,0.78,0.0,3.7,87.44,0.41,0.18,dad
99,2023-11-05 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.0,25.8,0.78,0.0,3.58,91.15,0.43,0.08,dad
100,2023-11-05 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.06,26.62,0.77,0.0,3.48,96.36,0.42,0.13,dad
101,2023-11-05 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.05,25.42,0.68,0.0,3.1,100.01,0.7,0.16,dad
102,2023-11-05 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.63,24.67,0.71,0.0,2.88,102.27,0.77,3.8,dad
103,2023-11-05 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.25,25.2,0.74,0.0,3.04,114.09,0.82,3.75,dad
104,2023-11-05 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.02,25.53,0.73,0.0,2.38,106.32,0.79,0.6,dad
105,2023-11-05 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.05,25.82,0.74,0.0,1.28,104.32,0.79,0.01,dad
106,2023-11-05 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.93,25.96,0.79,0.0,0.83,86.55,0.53,0.06,dad
107,2023-11-05 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.06,26.12,0.84,0.0,1.53,91.82,0.49,0.0,dad
108,2023-11-05 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.61,26.0,0.86,0.0,1.66,104.03,0.65,0.03,dad
109,2023-11-05 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.63,25.01,0.86,0.0,1.64,115.33,0.78,1.38,dad
110,2023-11-05 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.74,25.51,0.88,0.0,1.67,118.02,0.82,0.07,dad
111,2023-11-05 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.41,25.8,0.91,0.0,1.61,107.88,0.85,0.0,dad
112,2023-11-05 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.44,25.67,0.9,0.0,1.59,97.88,0.83,0.0,dad
113,2023-11-05 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.95,25.62,0.92,0.0,1.35,97.45,0.61,0.0,dad
114,2023-11-05 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.58,25.54,0.94,0.0,1.35,66.08,0.59,0.0,dad
115,2023-11-05 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.56,25.61,0.95,0.0,1.56,48.16,0.65,0.0,dad
116,2023-11-05 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.38,25.67,0.96,0.0,1.96,38.92,0.73,0.0,dad
117,2023-11-05 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.41,25.76,0.96,0.0,1.87,41.35,0.92,0.0,dad
118,2023-11-05 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.33,26.04,0.98,0.0,1.33,42.11,0.92,0.0,dad
119,2023-11-05 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.46,26.22,0.99,0.0,1.46,38.49,0.96,0.0,dad
120,2023-11-06 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.65,26.43,0.93,0.0,2.45,49.51,0.88,0.0,dad
121,2023-11-06 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.38,26.29,0.89,0.0,3.21,67.36,0.96,0.0,dad
122,2023-11-06 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.91,25.67,0.78,0.0,3.42,74.85,0.9,0.0,dad
123,2023-11-06 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.44,25.48,0.75,0.0,3.54,77.09,0.25,0.12,dad
124,2023-11-06 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.21,25.22,0.71,0.0,3.39,79.05,0.31,0.07,dad
125,2023-11-06 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.26,25.16,0.7,0.0,3.27,85.07,0.31,0.25,dad
126,2023-11-06 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.94,24.85,0.66,0.0,2.97,87.64,0.48,0.04,dad
127,2023-11-06 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.34,24.81,0.65,0.0,2.99,86.63,0.85,0.09,dad
128,2023-11-06 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.84,24.61,0.69,0.0,2.88,96.22,0.99,0.55,dad
129,2023-11-06 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.04,24.48,0.68,0.0,1.55,107.45,1.0,0.04,dad
130,2023-11-06 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.76,24.73,0.7,0.0,1.53,123.13,1.0,0.01,dad
131,2023-11-06 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.71,25.26,0.77,0.0,1.89,116.58,0.97,0.0,dad
132,2023-11-06 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.26,24.66,0.76,0.0,2.87,105.62,0.92,0.05,dad
133,2023-11-06 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.94,25.05,0.8,0.0,2.9,101.06,0.91,0.03,dad
134,2023-11-06 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.51,25.55,0.84,0.0,2.27,103.44,0.96,0.01,dad
135,2023-11-06 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.13,25.87,0.88,0.0,1.49,106.14,0.98,0.0,dad
136,2023-11-06 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.68,25.69,0.89,0.0,1.4,107.92,0.98,0.0,dad
137,2023-11-06 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.87,25.64,0.88,0.0,1.37,86.94,0.99,0.0,dad
138,2023-11-06 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.19,25.43,0.9,0.0,1.08,85.81,0.93,0.4,dad
139,2023-11-06 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.97,25.47,0.91,0.0,1.16,84.38,0.95,0.0,dad
140,2023-11-06 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.54,25.65,0.95,0.0,1.4,104.4,0.89,0.0,dad
141,2023-11-06 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.64,25.79,0.95,0.0,1.55,101.35,0.74,0.0,dad
142,2023-11-06 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.01,25.7,0.93,0.0,1.39,42.9,0.14,0.0,dad
143,2023-11-06 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.87,25.83,0.94,0.0,1.18,21.34,0.2,0.0,dad
144,2023-11-07 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.95,25.85,0.88,0.0,1.68,44.1,0.42,0.0,dad
145,2023-11-07 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.33,25.05,0.82,0.0,2.21,41.17,0.39,0.02,dad
146,2023-11-07 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.54,24.79,0.76,0.0,2.62,50.43,0.58,0.05,dad
147,2023-11-07 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.36,24.95,0.73,0.0,2.67,54.42,0.56,0.03,dad
148,2023-11-07 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.72,25.16,0.72,0.0,2.61,48.24,0.45,0.01,dad
149,2023-11-07 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.54,25.11,0.69,0.0,2.43,48.18,0.49,0.08,dad
150,2023-11-07 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.07,24.43,0.64,0.0,2.98,94.61,0.94,0.13,dad
151,2023-11-07 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.15,24.1,0.7,0.0,2.41,127.48,1.0,1.28,dad
152,2023-11-07 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.17,24.56,0.81,0.0,2.06,113.97,1.0,0.15,dad
153,2023-11-07 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.79,25.11,0.81,0.0,2.05,100.39,1.0,0.16,dad
154,2023-11-07 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.9,24.56,0.82,0.0,2.87,86.56,1.0,0.36,dad
155,2023-11-07 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.4,24.94,0.86,0.0,2.46,82.15,1.0,0.06,dad
156,2023-11-07 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.15,25.13,0.89,0.0,1.59,84.56,1.0,0.03,dad
157,2023-11-07 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.08,25.36,0.9,0.0,1.14,97.6,0.99,0.01,dad
158,2023-11-07 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.84,25.4,0.92,0.0,0.97,120.71,0.99,0.04,dad
159,2023-11-07 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.7,25.38,0.92,0.0,0.74,112.57,0.96,0.04,dad
160,2023-11-07 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.73,25.44,0.93,0.0,0.39,27.52,0.97,0.06,dad
161,2023-11-07 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.23,25.58,0.96,0.0,0.22,303.09,0.93,0.02,dad
162,2023-11-07 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.27,25.25,0.94,0.0,0.76,305.78,0.92,0.19,dad
163,2023-11-07 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.32,25.03,0.93,0.0,0.86,338.04,0.84,0.0,dad
164,2023-11-07 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.06,24.78,0.93,0.0,1.01,353.59,0.85,0.0,dad
165,2023-11-07 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.62,24.93,0.96,0.0,1.06,357.97,0.83,0.0,dad
166,2023-11-07 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.9,25.44,0.97,0.0,1.48,42.74,0.82,0.05,dad
167,2023-11-07 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.11,25.62,0.97,0.0,1.24,34.5,0.92,0.0,dad
168,2023-11-08 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.11,25.96,0.93,0.0,1.55,28.07,0.81,0.0,dad
169,2023-11-08 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.86,26.01,0.9,0.0,2.33,43.24,0.75,0.01,dad
170,2023-11-08 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.19,25.33,0.8,0.0,2.76,52.51,0.75,0.15,dad
171,2023-11-08 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.05,25.65,0.77,0.0,2.93,61.84,0.85,0.11,dad
172,2023-11-08 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.5,25.78,0.76,0.0,2.86,64.74,0.74,0.05,dad
173,2023-11-08 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.13,26.0,0.74,0.0,2.8,69.35,0.44,0.05,dad
174,2023-11-08 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.9,25.24,0.68,0.0,2.34,75.94,0.45,0.1,dad
175,2023-11-08 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.31,25.5,0.71,0.0,1.82,83.9,0.32,0.04,dad
176,2023-11-08 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.26,25.23,0.79,0.0,1.78,94.59,0.35,0.04,dad
177,2023-11-08 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.3,25.79,0.77,0.0,1.67,106.99,0.45,0.02,dad
178,2023-11-08 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.1,25.02,0.79,0.0,2.57,158.16,0.66,1.72,dad
179,2023-11-08 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.19,25.38,0.85,0.0,1.72,148.66,0.83,0.3,dad
180,2023-11-08 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.81,25.62,0.88,0.0,1.53,136.46,0.53,0.0,dad
181,2023-11-08 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.52,25.52,0.89,0.0,1.98,137.66,0.52,0.0,dad
182,2023-11-08 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.55,25.8,0.9,0.0,1.81,133.41,0.57,0.0,dad
183,2023-11-08 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.36,25.92,0.92,0.0,1.35,132.25,0.65,0.0,dad
